id_go,hagrid,go,name,type
17016,203,1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,P
17017,203,1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,P
17018,203,1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,P
17019,203,45893,"positive regulation of transcription, DNA-templated",P
17020,203,43161,proteasome-mediated ubiquitin-dependent protein catabolic process,P
17021,203,43620,regulation of DNA-templated transcription in response to stress,P
17022,203,44324,regulation of transcription involved in anterior/posterior axis specification,P
17023,203,6355,"regulation of transcription, DNA-templated",P
17024,203,51209,release of sequestered calcium ion into cytosol,P
17025,203,34976,response to endoplasmic reticulum stress,P
17026,203,42594,response to starvation,P
17027,203,6986,response to unfolded protein,P
17028,203,1990622,CHOP-ATF3 complex,C
17029,203,1990617,CHOP-ATF4 complex,C
17030,203,1990617,CHOP-ATF4 complex,C
17031,203,36488,CHOP-C/EBP complex,C
17032,203,36488,CHOP-C/EBP complex,C
17033,203,5829,cytosol,C
17034,203,5770,late endosome,C
17035,203,5654,nucleoplasm,C
17036,203,5634,nucleus,C
17037,203,32993,protein-DNA complex,C
17038,203,35976,transcription factor AP-1 complex,C
17049,202,1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,P
17050,202,45944,positive regulation of transcription from RNA polymerase II promoter,P
17051,202,6357,regulation of transcription from RNA polymerase II promoter,P
17052,202,6351,"transcription, DNA-templated",P
17053,202,5739,mitochondrion,C
17054,202,5654,nucleoplasm,C
17055,202,5634,nucleus,C
17056,202,5667,transcription factor complex,C
17112,201,51439,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,P
17113,201,14823,response to activity,P
17114,201,14075,response to amine,P
17115,201,48678,response to axon injury,P
17116,201,46686,response to cadmium ion,P
17117,201,46688,response to copper ion,P
17118,201,42493,response to drug,P
17119,201,45471,response to ethanol,P
17120,201,14070,response to organic cyclic compound,P
17121,201,9636,response to toxic substance,P
17122,201,55015,ventricular cardiac muscle cell development,P
17123,201,5813,centrosome,C
17124,201,5737,cytoplasm,C
17125,201,5829,cytosol,C
17126,201,70062,extracellular exosome,C
17127,201,16020,membrane,C
17128,201,30496,midbody,C
17129,201,5739,mitochondrion,C
17130,201,72686,mitotic spindle,C
17131,201,784,"nuclear chromosome, telomeric region",C
17132,201,5654,nucleoplasm,C
17133,201,5634,nucleus,C
17134,201,5876,spindle microtubule,C
17163,200,10971,positive regulation of G2/M transition of mitotic cell cycle,P
17164,200,31937,positive regulation of chromatin silencing,P
17165,200,2230,positive regulation of defense response to virus by host,P
17166,200,45944,positive regulation of transcription from RNA polymerase II promoter,P
17167,200,6476,protein deacetylation,P
17168,200,10817,regulation of hormone levels,P
17169,200,43619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,P
17170,200,51595,response to methylglyoxal,P
17171,200,48511,rhythmic process,P
17172,200,6351,"transcription, DNA-templated",P
17173,200,16580,Sin3 complex,C
17174,200,16580,Sin3 complex,C
17175,200,5737,cytoplasm,C
17176,200,45171,intercellular bridge,C
17177,200,776,kinetochore,C
17178,200,5730,nucleolus,C
17179,200,5654,nucleoplasm,C
17180,200,5654,nucleoplasm,C
17181,200,5634,nucleus,C
17182,200,5634,nucleus,C
17183,200,5667,transcription factor complex,C
17184,200,17053,transcriptional repressor complex,C
17205,199,1904764,chaperone-mediated autophagy translocation complex disassembly,P
17206,199,61741,chaperone-mediated protein transport involved in chaperone-mediated autophagy,P
17207,199,72318,clathrin coat disassembly,P
17208,199,61738,late endosomal microautophagy,P
17209,199,398,"mRNA splicing, via spliceosome",P
17210,199,1902904,negative regulation of supramolecular fiber organization,P
17211,199,45892,"negative regulation of transcription, DNA-templated",P
17212,199,7269,neurotransmitter secretion,P
17213,199,44829,positive regulation by host of viral genome replication,P
17214,199,48026,"positive regulation of mRNA splicing, via spliceosome",P
17215,199,6457,protein folding,P
17216,199,42026,protein refolding,P
17217,199,61740,protein targeting to lysosome involved in chaperone-mediated autophagy,P
17218,199,61740,protein targeting to lysosome involved in chaperone-mediated autophagy,P
17219,199,51726,regulation of cell cycle,P
17220,199,1900034,regulation of cellular response to heat,P
17221,199,43488,regulation of mRNA stability,P
17222,199,43254,regulation of protein complex assembly,P
17223,199,61635,regulation of protein complex stability,P
17224,199,1904589,regulation of protein import,P
17225,199,31647,regulation of protein stability,P
17226,199,6986,response to unfolded protein,P
17227,199,6351,"transcription, DNA-templated",P
17228,199,16032,viral process,P
17229,199,974,Prp19 complex,C
17230,199,72562,blood microparticle,C
17231,199,5913,cell-cell adherens junction,C
17232,199,61202,clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane,C
17233,199,5829,cytosol,C
17234,199,5829,cytosol,C
17235,199,70062,extracellular exosome,C
17236,199,31012,extracellular matrix,C
17237,199,5615,extracellular space,C
17238,199,5925,focal adhesion,C
17239,199,5622,intracellular,C
17240,199,5622,intracellular,C
17241,199,30529,intracellular ribonucleoprotein complex,C
17242,199,5770,late endosome,C
17243,199,98575,lumenal side of lysosomal membrane,C
17244,199,43202,lysosomal lumen,C
17245,199,5765,lysosomal membrane,C
17246,199,42470,melanosome,C
17247,199,16020,membrane,C
17248,199,43209,myelin sheath,C
17249,199,5730,nucleolus,C
17250,199,5654,nucleoplasm,C
17251,199,5634,nucleus,C
17252,199,5886,plasma membrane,C
17253,199,98793,presynapse,C
17254,199,5681,spliceosomal complex,C
17255,199,151,ubiquitin ligase complex,C
17304,198,48661,positive regulation of smooth muscle cell proliferation,P
17305,198,45987,positive regulation of smooth muscle contraction,P
17306,198,31915,positive regulation of synaptic plasticity,P
17307,198,51968,"positive regulation of synaptic transmission, glutamatergic",P
17308,198,71636,positive regulation of transforming growth factor beta production,P
17309,198,10575,positive regulation of vascular endothelial growth factor production,P
17310,198,45907,positive regulation of vasoconstriction,P
17311,198,1516,prostaglandin biosynthetic process,P
17312,198,1516,prostaglandin biosynthetic process,P
17313,198,6693,prostaglandin metabolic process,P
17314,198,8217,regulation of blood pressure,P
17315,198,50727,regulation of inflammatory response,P
17316,198,42493,response to drug,P
17317,198,32355,response to estradiol,P
17318,198,70542,response to fatty acid,P
17319,198,9750,response to fructose,P
17320,198,51384,response to glucocorticoid,P
17321,198,32496,response to lipopolysaccharide,P
17322,198,10226,response to lithium ion,P
17323,198,10042,response to manganese ion,P
17324,198,6979,response to oxidative stress,P
17325,198,34612,response to tumor necrosis factor,P
17326,198,33280,response to vitamin D,P
17327,198,19233,sensory perception of pain,P
17328,198,5901,caveola,C
17329,198,5737,cytoplasm,C
17330,198,5737,cytoplasm,C
17331,198,5783,endoplasmic reticulum,C
17332,198,5788,endoplasmic reticulum lumen,C
17333,198,5789,endoplasmic reticulum membrane,C
17334,198,43005,neuron projection,C
17335,198,5634,nucleus,C
17336,198,31090,organelle membrane,C
17337,198,43234,protein complex,C
17357,197,5680,anaphase-promoting complex,C
17358,197,777,condensed chromosome kinetochore,C
17359,197,940,condensed chromosome outer kinetochore,C
17360,197,778,condensed nuclear chromosome kinetochore,C
17361,197,5737,cytoplasm,C
17362,197,5829,cytosol,C
17363,197,776,kinetochore,C
17364,197,776,kinetochore,C
17365,197,776,kinetochore,C
17366,197,776,kinetochore,C
17367,197,5815,microtubule organizing center,C
17368,197,48471,perinuclear region of cytoplasm,C
17369,197,51233,spindle midzone,C
17376,196,6351,"transcription, DNA-templated",P
17377,196,5654,nucleoplasm,C
17407,195,7568,aging,P
17408,195,6284,base-excision repair,P
17409,195,6284,base-excision repair,P
17410,195,6286,"base-excision repair, base-free sugar-phosphate removal",P
17411,195,45454,cell redox homeostasis,P
17412,195,71320,cellular response to cAMP,P
17413,195,70301,cellular response to hydrogen peroxide,P
17414,195,71375,cellular response to peptide hormone stimulus,P
17415,195,1903507,negative regulation of nucleic acid-templated transcription,P
17416,195,14912,negative regulation of smooth muscle cell migration,P
17417,195,55114,oxidation-reduction process,P
17418,195,45739,positive regulation of DNA repair,P
17419,195,1900087,positive regulation of G1/S transition of mitotic cell cycle,P
17420,195,43488,regulation of mRNA stability,P
17421,195,6355,"regulation of transcription, DNA-templated",P
17422,195,42493,response to drug,P
17423,195,723,telomere maintenance,P
17424,195,6351,"transcription, DNA-templated",P
17425,195,5813,centrosome,C
17426,195,5737,cytoplasm,C
17427,195,5783,endoplasmic reticulum,C
17428,195,5739,mitochondrion,C
17429,195,784,"nuclear chromosome, telomeric region",C
17430,195,16607,nuclear speck,C
17431,195,5730,nucleolus,C
17432,195,5654,nucleoplasm,C
17433,195,5654,nucleoplasm,C
17434,195,5634,nucleus,C
17435,195,48471,perinuclear region of cytoplasm,C
17436,195,5840,ribosome,C
17437,195,5667,transcription factor complex,C
17452,194,7283,spermatogenesis,P
17453,194,6363,termination of RNA polymerase I transcription,P
17454,194,6362,transcription elongation from RNA polymerase I promoter,P
17455,194,6368,transcription elongation from RNA polymerase II promoter,P
17456,194,6366,transcription from RNA polymerase II promoter,P
17457,194,6366,transcription from RNA polymerase II promoter,P
17458,194,6366,transcription from RNA polymerase II promoter,P
17459,194,6366,transcription from RNA polymerase II promoter,P
17460,194,6383,transcription from RNA polymerase III promoter,P
17461,194,6383,transcription from RNA polymerase III promoter,P
17462,194,6361,transcription initiation from RNA polymerase I promoter,P
17463,194,6367,transcription initiation from RNA polymerase II promoter,P
17464,194,6367,transcription initiation from RNA polymerase II promoter,P
17465,194,16032,viral process,P
17466,194,5737,cytoplasm,C
17467,194,1939,female pronucleus,C
17468,194,1940,male pronucleus,C
17469,194,790,nuclear chromatin,C
17470,194,5719,nuclear euchromatin,C
17471,194,5654,nucleoplasm,C
17472,194,5654,nucleoplasm,C
17473,194,5634,nucleus,C
17474,194,5672,transcription factor TFIIA complex,C
17475,194,5669,transcription factor TFIID complex,C
17509,193,32915,positive regulation of transforming growth factor beta2 production,P
17510,193,51090,regulation of sequence-specific DNA binding transcription factor activity,P
17511,193,6357,regulation of transcription from RNA polymerase II promoter,P
17512,193,6355,"regulation of transcription, DNA-templated",P
17513,193,6970,response to osmotic stress,P
17514,193,9414,response to water deprivation,P
17515,193,6366,transcription from RNA polymerase II promoter,P
17516,193,5737,cytoplasm,C
17517,193,5741,mitochondrial outer membrane,C
17518,193,5654,nucleoplasm,C
17519,193,5654,nucleoplasm,C
17520,193,5634,nucleus,C
17521,193,35861,site of double-strand break,C
17558,192,46887,positive regulation of hormone secretion,P
17559,192,46889,positive regulation of lipid biosynthetic process,P
17560,192,1900273,positive regulation of long-term synaptic potentiation,P
17561,192,40018,positive regulation of multicellular organism growth,P
17562,192,45672,positive regulation of osteoclast differentiation,P
17563,192,45944,positive regulation of transcription from RNA polymerase II promoter,P
17564,192,45893,"positive regulation of transcription, DNA-templated",P
17565,192,32916,positive regulation of transforming growth factor beta3 production,P
17566,192,6468,protein phosphorylation,P
17567,192,50821,protein stabilization,P
17568,192,8361,regulation of cell size,P
17569,192,42752,regulation of circadian rhythm,P
17570,192,48145,regulation of fibroblast proliferation,P
17571,192,60251,regulation of glial cell proliferation,P
17572,192,1902065,response to L-glutamate,P
17573,192,14823,response to activity,P
17574,192,42493,response to drug,P
17575,192,33762,response to glucagon,P
17576,192,1666,response to hypoxia,P
17577,192,35094,response to nicotine,P
17578,192,10033,response to organic substance,P
17579,192,33363,secretory granule organization,P
17580,192,7165,signal transduction,P
17581,192,6366,transcription from RNA polymerase II promoter,P
17582,192,7179,transforming growth factor beta receptor signaling pathway,P
17583,192,16032,viral process,P
17584,192,8542,visual learning,P
17585,192,1990589,ATF4-CREB1 transcription factor complex,C
17586,192,30424,axon,C
17587,192,5759,mitochondrial matrix,C
17588,192,5719,nuclear euchromatin,C
17589,192,5654,nucleoplasm,C
17590,192,5654,nucleoplasm,C
17591,192,5634,nucleus,C
17678,189,5829,cytosol,C
17679,189,5829,cytosol,C
17680,189,5853,eukaryotic translation elongation factor 1 complex,C
17681,189,70062,extracellular exosome,C
17682,189,5615,extracellular space,C
17683,189,16020,membrane,C
17684,189,43209,myelin sheath,C
17685,189,5730,nucleolus,C
17686,189,5634,nucleus,C
17687,189,32587,ruffle membrane,C
17698,188,16925,protein sumoylation,P
17699,188,10468,regulation of gene expression,P
17700,188,7379,segment specification,P
17701,188,6351,"transcription, DNA-templated",P
17702,188,35102,PRC1 complex,C
17703,188,31519,PcG protein complex,C
17704,188,5737,cytoplasm,C
17705,188,5654,nucleoplasm,C
17706,188,5634,nucleus,C
17707,188,151,ubiquitin ligase complex,C
17719,187,19432,triglyceride biosynthetic process,P
17720,187,5783,endoplasmic reticulum,C
17721,187,5789,endoplasmic reticulum membrane,C
17722,187,16021,integral component of membrane,C
17729,186,50995,negative regulation of lipid catabolic process,P
17730,186,30176,integral component of endoplasmic reticulum membrane,C
17766,185,43066,negative regulation of apoptotic process,P
17767,185,1953,negative regulation of cell-matrix adhesion,P
17768,185,45671,negative regulation of osteoclast differentiation,P
17769,185,14065,phosphatidylinositol 3-kinase signaling,P
17770,185,14065,phosphatidylinositol 3-kinase signaling,P
17771,185,6661,phosphatidylinositol biosynthetic process,P
17772,185,46854,phosphatidylinositol phosphorylation,P
17773,185,46854,phosphatidylinositol phosphorylation,P
17774,185,36092,phosphatidylinositol-3-phosphate biosynthetic process,P
17775,185,48015,phosphatidylinositol-mediated signaling,P
17776,185,30168,platelet activation,P
17777,185,33120,positive regulation of RNA splicing,P
17778,185,30335,positive regulation of cell migration,P
17779,185,1900103,positive regulation of endoplasmic reticulum unfolded protein response,P
17780,185,90004,positive regulation of establishment of protein localization to plasma membrane,P
17781,185,46326,positive regulation of glucose import,P
17782,185,2001275,positive regulation of glucose import in response to insulin stimulus,P
17783,185,42993,positive regulation of transcription factor import into nucleus,P
17784,185,42993,positive regulation of transcription factor import into nucleus,P
17785,185,45944,positive regulation of transcription from RNA polymerase II promoter,P
17786,185,45944,positive regulation of transcription from RNA polymerase II promoter,P
17787,185,32760,positive regulation of tumor necrosis factor production,P
17788,185,6468,protein phosphorylation,P
17789,185,50821,protein stabilization,P
17790,185,46626,regulation of insulin receptor signaling pathway,P
17791,185,43551,regulation of phosphatidylinositol 3-kinase activity,P
17792,185,43551,regulation of phosphatidylinositol 3-kinase activity,P
17793,185,14066,regulation of phosphatidylinositol 3-kinase signaling,P
17794,185,51492,regulation of stress fiber assembly,P
17795,185,34976,response to endoplasmic reticulum stress,P
17796,185,34976,response to endoplasmic reticulum stress,P
17797,185,48010,vascular endothelial growth factor receptor signaling pathway,P
17798,185,16032,viral process,P
17799,185,5911,cell-cell junction,C
17800,185,5801,cis-Golgi network,C
17801,185,5737,cytoplasm,C
17802,185,5829,cytosol,C
17803,185,16020,membrane,C
17804,185,5634,nucleus,C
17805,185,1990578,perinuclear endoplasmic reticulum membrane,C
17806,185,5942,phosphatidylinositol 3-kinase complex,C
17807,185,5942,phosphatidylinositol 3-kinase complex,C
17808,185,5943,"phosphatidylinositol 3-kinase complex, class IA",C
17809,185,5886,plasma membrane,C
17810,185,43234,protein complex,C
17820,184,43584,nose development,P
17821,184,30916,otic vesicle formation,P
17822,184,6351,"transcription, DNA-templated",P
17823,184,5634,nucleus,C
17845,183,45944,positive regulation of transcription from RNA polymerase II promoter,P
17846,183,6355,"regulation of transcription, DNA-templated",P
17847,183,31667,response to nutrient levels,P
17848,183,1990785,response to water-immersion restraint stress,P
17849,183,48863,stem cell differentiation,P
17850,183,6366,transcription from RNA polymerase II promoter,P
17851,183,5737,cytoplasm,C
17852,183,5829,cytosol,C
17853,183,5829,cytosol,C
17854,183,5654,nucleoplasm,C
17855,183,5654,nucleoplasm,C
17856,183,5634,nucleus,C
17857,183,5634,nucleus,C
17870,182,5749,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",C
17871,182,5749,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",C
17872,182,5739,mitochondrion,C
17873,182,45273,respiratory chain complex II,C
17881,181,16363,nuclear matrix,C
17882,181,31965,nuclear membrane,C
17883,181,5654,nucleoplasm,C
17907,180,7049,cell cycle,P
17908,180,71318,cellular response to ATP,P
17909,180,6974,cellular response to DNA damage stimulus,P
17910,180,6974,cellular response to DNA damage stimulus,P
17911,180,34644,cellular response to UV,P
17912,180,16573,histone acetylation,P
17913,180,30901,midbrain development,P
17914,180,1903026,negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding,P
17915,180,10629,negative regulation of gene expression,P
17916,180,1905524,negative regulation of protein autoubiquitination,P
17917,180,2000059,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,P
17918,180,18105,peptidyl-serine phosphorylation,P
17919,180,18107,peptidyl-threonine phosphorylation,P
17920,180,2000825,positive regulation of androgen receptor activity,P
17921,180,8284,positive regulation of cell proliferation,P
17922,180,32436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,P
17923,180,32092,positive regulation of protein binding,P
17924,180,45943,positive regulation of transcription from RNA polymerase I promoter,P
17925,180,45944,positive regulation of transcription from RNA polymerase II promoter,P
17926,180,45944,positive regulation of transcription from RNA polymerase II promoter,P
17927,180,60261,positive regulation of transcription initiation from RNA polymerase II promoter,P
17928,180,46777,protein autophosphorylation,P
17929,180,46777,protein autophosphorylation,P
17930,180,6468,protein phosphorylation,P
17931,180,209,protein polyubiquitination,P
17932,180,50821,protein stabilization,P
17933,180,42787,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,P
17934,180,1902806,regulation of cell cycle G1/S phase transition,P
17935,180,1901796,regulation of signal transduction by p53 class mediator,P
17936,180,10767,regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage,P
17937,180,60260,regulation of transcription initiation from RNA polymerase II promoter,P
17938,180,6368,transcription elongation from RNA polymerase II promoter,P
17939,180,36369,transcription factor catabolic process,P
17940,180,6366,transcription from RNA polymerase II promoter,P
17941,180,6367,transcription initiation from RNA polymerase II promoter,P
17942,180,16032,viral process,P
17943,180,71339,MLL1 complex,C
17944,180,790,nuclear chromatin,C
17945,180,5730,nucleolus,C
17946,180,5654,nucleoplasm,C
17947,180,5654,nucleoplasm,C
17948,180,5654,nucleoplasm,C
17949,180,5634,nucleus,C
17950,180,5669,transcription factor TFIID complex,C
17951,180,5669,transcription factor TFIID complex,C
17952,180,5667,transcription factor complex,C
17972,179,70059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,P
17973,179,8631,intrinsic apoptotic signaling pathway in response to oxidative stress,P
17974,179,38066,p38MAPK cascade,P
17975,179,46330,positive regulation of JNK cascade,P
17976,179,43507,positive regulation of JUN kinase activity,P
17977,179,43065,positive regulation of apoptotic process,P
17978,179,10666,positive regulation of cardiac muscle cell apoptotic process,P
17979,179,43280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,P
17980,179,45663,positive regulation of myoblast differentiation,P
17981,179,1901216,positive regulation of neuron death,P
17982,179,1901216,positive regulation of neuron death,P
17983,179,1900745,positive regulation of p38MAPK cascade,P
17984,179,1904707,positive regulation of vascular smooth muscle cell proliferation,P
17985,179,97300,programmed necrotic cell death,P
17986,179,6468,protein phosphorylation,P
17987,179,34976,response to endoplasmic reticulum stress,P
17988,179,2931,response to ischemia,P
17989,179,16032,viral process,P
17990,179,42060,wound healing,P
17991,179,1990604,IRE1-TRAF2-ASK1 complex,C
17992,179,5829,cytosol,C
17993,179,9897,external side of plasma membrane,C
17994,179,1902911,protein kinase complex,C
18027,178,45892,"negative regulation of transcription, DNA-templated",P
18028,178,6334,nucleosome assembly,P
18029,178,50918,positive chemotaxis,P
18030,178,43388,positive regulation of DNA binding,P
18031,178,1938,positive regulation of endothelial cell proliferation,P
18032,178,45648,positive regulation of erythrocyte differentiation,P
18033,178,45089,positive regulation of innate immune response,P
18034,178,32728,positive regulation of interferon-beta production,P
18035,178,45654,positive regulation of megakaryocyte differentiation,P
18036,178,32075,positive regulation of nuclease activity,P
18037,178,45944,positive regulation of transcription from RNA polymerase II promoter,P
18038,178,45893,"positive regulation of transcription, DNA-templated",P
18039,178,50767,regulation of neurogenesis,P
18040,178,72091,regulation of stem cell proliferation,P
18041,178,6357,regulation of transcription from RNA polymerase II promoter,P
18042,178,42493,response to drug,P
18043,178,32496,response to lipopolysaccharide,P
18044,178,48545,response to steroid hormone,P
18045,178,7289,spermatid nucleus differentiation,P
18046,178,6351,"transcription, DNA-templated",P
18047,178,5623,cell,C
18048,178,793,condensed chromosome,C
18049,178,5737,cytoplasm,C
18050,178,5615,extracellular space,C
18051,178,790,nuclear chromatin,C
18052,178,5730,nucleolus,C
18053,178,5654,nucleoplasm,C
18054,178,5634,nucleus,C
18055,178,48471,perinuclear region of cytoplasm,C
18056,178,43234,protein complex,C
18067,177,1990314,cellular response to insulin-like growth factor stimulus,P
18068,177,44320,cellular response to leptin stimulus,P
18069,177,71373,cellular response to luteinizing hormone stimulus,P
18070,177,71732,cellular response to nitric oxide,P
18071,177,36120,cellular response to platelet-derived growth factor stimulus,P
18072,177,90102,cochlea development,P
18073,177,7067,mitotic nuclear division,P
18074,177,48146,positive regulation of fibroblast proliferation,P
18075,177,45893,"positive regulation of transcription, DNA-templated",P
18076,177,10389,regulation of G2/M transition of mitotic cell cycle,P
18077,177,79,regulation of cyclin-dependent protein serine/threonine kinase activity,P
18078,177,1903463,regulation of mitotic cell cycle DNA replication,P
18079,177,33762,response to glucagon,P
18080,177,16032,viral process,P
18081,177,5794,Golgi apparatus,C
18082,177,97124,cyclin A2-CDK2 complex,C
18083,177,5737,cytoplasm,C
18084,177,1939,female pronucleus,C
18085,177,1940,male pronucleus,C
18086,177,5654,nucleoplasm,C
18087,177,5654,nucleoplasm,C
18088,177,5634,nucleus,C
18125,176,45087,innate immune response,P
18126,176,1773,myeloid dendritic cell activation,P
18127,176,43371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",P
18128,176,17055,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly,P
18129,176,43537,negative regulation of blood vessel endothelial cell migration,P
18130,176,32689,negative regulation of interferon-gamma production,P
18131,176,122,negative regulation of transcription from RNA polymerase II promoter,P
18132,176,31175,neuron projection development,P
18133,176,97350,neutrophil clearance,P
18134,176,50918,positive chemotaxis,P
18135,176,43388,positive regulation of DNA binding,P
18136,176,51106,positive regulation of DNA ligation,P
18137,176,70374,positive regulation of ERK1 and ERK2 cascade,P
18138,176,46330,positive regulation of JNK cascade,P
18139,176,43410,positive regulation of MAPK cascade,P
18140,176,42104,positive regulation of activated T cell proliferation,P
18141,176,43065,positive regulation of apoptotic process,P
18142,176,43280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,P
18143,176,7204,positive regulation of cytosolic calcium ion concentration,P
18144,176,2001200,positive regulation of dendritic cell differentiation,P
18145,176,50716,positive regulation of interleukin-1 secretion,P
18146,176,32733,positive regulation of interleukin-10 production,P
18147,176,32735,positive regulation of interleukin-12 production,P
18148,176,2000778,positive regulation of interleukin-6 secretion,P
18149,176,32425,positive regulation of mismatch repair,P
18150,176,90026,positive regulation of monocyte chemotaxis,P
18151,176,34165,positive regulation of toll-like receptor 9 signaling pathway,P
18152,176,45944,positive regulation of transcription from RNA polymerase II promoter,P
18153,176,2840,regulation of T cell mediated immune response to tumor cell,P
18154,176,10506,regulation of autophagy,P
18155,176,32072,regulation of restriction endodeoxyribonuclease activity,P
18156,176,2643,regulation of tolerance induction,P
18157,176,6357,regulation of transcription from RNA polymerase II promoter,P
18158,176,1990774,tumor necrosis factor secretion,P
18159,176,9986,cell surface,C
18160,176,793,condensed chromosome,C
18161,176,5793,endoplasmic reticulum-Golgi intermediate compartment,C
18162,176,5768,endosome,C
18163,176,5576,extracellular region,C
18164,176,5615,extracellular space,C
18165,176,5654,nucleoplasm,C
18166,176,5634,nucleus,C
18167,176,5886,plasma membrane,C
18168,176,17053,transcriptional repressor complex,C
18226,175,30278,regulation of ossification,P
18227,175,14066,regulation of phosphatidylinositol 3-kinase signaling,P
18228,175,51090,regulation of sequence-specific DNA binding transcription factor activity,P
18229,175,32872,regulation of stress-activated MAPK cascade,P
18230,175,70849,response to epidermal growth factor,P
18231,175,43330,response to exogenous dsRNA,P
18232,175,9636,response to toxic substance,P
18233,175,19233,sensory perception of pain,P
18234,175,48538,thymus development,P
18235,175,30878,thyroid gland development,P
18236,175,60440,trachea formation,P
18237,175,6361,transcription initiation from RNA polymerase I promoter,P
18238,175,16032,viral process,P
18239,175,5794,Golgi apparatus,C
18240,175,5901,caveola,C
18241,175,5856,cytoskeleton,C
18242,175,5829,cytosol,C
18243,175,5769,early endosome,C
18244,175,70062,extracellular exosome,C
18245,175,5925,focal adhesion,C
18246,175,5770,late endosome,C
18247,175,15630,microtubule cytoskeleton,C
18248,175,5739,mitochondrion,C
18249,175,5635,nuclear envelope,C
18250,175,5654,nucleoplasm,C
18251,175,5654,nucleoplasm,C
18252,175,5634,nucleus,C
18253,175,43234,protein complex,C
18254,175,31143,pseudopodium,C
18358,173,70562,regulation of vitamin D receptor signaling pathway,P
18359,173,3406,retinal pigment epithelium development,P
18360,173,6590,thyroid hormone generation,P
18361,173,2154,thyroid hormone mediated signaling pathway,P
18362,173,6367,transcription initiation from RNA polymerase II promoter,P
18363,173,6367,transcription initiation from RNA polymerase II promoter,P
18364,173,3222,ventricular trabecula myocardium morphogenesis,P
18365,173,785,chromatin,C
18366,173,16592,mediator complex,C
18367,173,16592,mediator complex,C
18368,173,16020,membrane,C
18369,173,5730,nucleolus,C
18370,173,5654,nucleoplasm,C
18371,173,5654,nucleoplasm,C
18372,173,5634,nucleus,C
18373,173,32993,protein-DNA complex,C
18374,173,151,ubiquitin ligase complex,C
18430,172,43547,positive regulation of GTPase activity,P
18431,172,45597,positive regulation of cell differentiation,P
18432,172,1938,positive regulation of endothelial cell proliferation,P
18433,172,10634,positive regulation of epithelial cell migration,P
18434,172,48146,positive regulation of fibroblast proliferation,P
18435,172,45657,positive regulation of monocyte differentiation,P
18436,172,43525,positive regulation of neuron apoptotic process,P
18437,172,1902895,positive regulation of pri-miRNA transcription from RNA polymerase II promoter,P
18438,172,1902895,positive regulation of pri-miRNA transcription from RNA polymerase II promoter,P
18439,172,48661,positive regulation of smooth muscle cell proliferation,P
18440,172,45944,positive regulation of transcription from RNA polymerase II promoter,P
18441,172,45944,positive regulation of transcription from RNA polymerase II promoter,P
18442,172,45893,"positive regulation of transcription, DNA-templated",P
18443,172,51726,regulation of cell cycle,P
18444,172,10941,regulation of cell death,P
18445,172,42127,regulation of cell proliferation,P
18446,172,51090,regulation of sequence-specific DNA binding transcription factor activity,P
18447,172,1836,release of cytochrome c from mitochondria,P
18448,172,51591,response to cAMP,P
18449,172,34097,response to cytokine,P
18450,172,42493,response to drug,P
18451,172,42542,response to hydrogen peroxide,P
18452,172,32496,response to lipopolysaccharide,P
18453,172,9612,response to mechanical stimulus,P
18454,172,35994,response to muscle stretch,P
18455,172,9314,response to radiation,P
18456,172,6366,transcription from RNA polymerase II promoter,P
18457,172,7179,transforming growth factor beta receptor signaling pathway,P
18458,172,5829,cytosol,C
18459,172,228,nuclear chromosome,C
18460,172,5719,nuclear euchromatin,C
18461,172,5654,nucleoplasm,C
18462,172,5654,nucleoplasm,C
18463,172,5634,nucleus,C
18464,172,5667,transcription factor complex,C
18465,172,17053,transcriptional repressor complex,C
18496,171,48010,vascular endothelial growth factor receptor signaling pathway,P
18497,171,36323,vascular endothelial growth factor receptor-1 signaling pathway,P
18498,171,38084,vascular endothelial growth factor signaling pathway,P
18499,171,5768,endosome,C
18500,171,5615,extracellular space,C
18501,171,5925,focal adhesion,C
18502,171,5887,integral component of plasma membrane,C
18503,171,5886,plasma membrane,C
18504,171,43235,receptor complex,C
18533,170,100057,regulation of phenotypic switching by transcription from RNA polymerase II promoter,P
