id,hagrid,why,band,location_start,location_end,orientation,phenotype
249,249,mammal,11p11.2,46677075,46700665,-1,"ARHGAP1 a GTPase activator of several proteins. In effect, it acts as a negative regulator of |CDC42|. Gene targeting of ARHGAP1 in mice results in a short lifespan of about 12 months and the development of multiple premature ageing-like phenotypes, suggesting that this gene may play a role in mammalian ageing [1840]."
250,250,"cell,downstream",1p36.1,22052627,22092943,1,"CDC42 is regulates numerous signalling pathways, including cell cycle progression. Its activity increases with age in various mouse tissues. In mice, gene targeting of |ARHGAP1|, a negative regulator of CDC42, results in elevated levels of CDC42. The animals display multiple premature ageing-like phenotypes, suggesting this gene may play a role in mammalian ageing. CDC42 activation promotes a premature cellular senescence phenotype dependent on |TP53| [1840]."
251,251,mammal,11p15,13277727,13387265,1,"ARNTL forms a heterodimer with |CLOCK|, which activates circadian rhythm-associated genes. Mice deficient in ARNTL have an impaired circadian behavior, reduced lifespan, and display symptoms of premature ageing associated in some tissues with increased levels of reactive oxygen species [1841]. BMAL1 deficient mice also have an increased activity of mTORC1, and treatment with rapamycin rescues their median lifespan by ~50% and maximum lifespan by ~25% [3627]. "
252,252,"functional,downstream",4q12,55427901,55546909,-1,"CLOCK forms a heterodimer with |ARNTL|, which activates circadian rhythm-associated genes. Mice deficient in |ARNTL| have an impaired circadian behavior, reduced lifespan, and display symptoms of premature ageing associated in some tissues with increased levels of reactive oxygen species [1841][2134]. CLOCK mutant mice do not display predisposition to tumour formation. When challenged with low-dose irradiation, however, they appear to accelerate their ageing program and develop a phenotype reminiscent of |ARNTL|-deficient mice [1842]. |ARNTL| and CLOCK also appear to be involved in the response to genotoxic stress [1868]. Overall, CLOCK might play some role in mammalian ageing."
253,253,upstream,17p13.3,2055099,2059687,1,"HIC1 is a transcriptional repressor. It suppresses age-dependent development of cancer in mice together with |TP53|. HIC1 also forms a complex with |SIRT1| that represses |SIRT1| expression. Ageing increases promoter hypermethylation and epigenetic silencing of HIC1 [1582]. Therefore, HIC1 might play some role in ageing, though further studies are warranted."
254,254,"mammal,functional,putative",9q33.2,116153792,116402321,1,"   PAPPA is a secreted metalloproteinase that cleaves insulin-like growth factor binding proteins, promoting local insulin-like growth factor (IGF) signalling. PAPPA may be involved in local cell proliferative processes. In humans, PAPPA levels have been associated with coronary heart disease [1893].\n   +p Genetic deletion of PAPPA in mice extends mean and maximum lifespan by 30-40% and reduces cancer incidence with no reduction in food intake or secondary endocrine abnormalities [1843]. However, it was not established whether the ageing process was delayed in these animals. Knockout mice are also smaller at birth than controls [1879]. Inducing PAPPA deletion in adult female mice also increased lifespan. Median lifespan was increased by 21% and the mice had an extended healthspan [4514]. For this experiment it was not possible to induce PAPPA expression in adult male mice. \nMitochondrial oxidative capacity is significantly increased in the skeletal muscle of PAPPA knockout mice. Aged PAPPA knockout mice exhibit significantly enhanced endurance. Genes related to muscle function, increased metabolism (particularly lipid metabolism) and decreased stress are upregulated when compared to wild type mice [4349]. PAPPA knockout mice fed a high fat diet have a significant increase in lifespan (27%) when compared to wild type mice. As PAPPA may play a role in dietary restriction, resistance to metabolic dysfunction with age could contribute to the enhanced longevity of PAPPA knockout mice [4341].\n"
255,255,mammal,3q21.1,123282296,123448545,-1,"   ADCY5 belongs to the family of enzymes responsible for the synthesis of cAMP. ADCY5 activity is an important physiological mechanism for mediating enhanced exercise performance [4342]. ADCY5 appears to have some impact on murine ageing and possibly on human ageing. \n\n   +p Knockout mice are protected from ageing-induced cardiomyopathy and susceptibility to fractures of ageing, and have an increased median lifespan of approximately 30%. Cells from these animals are also more resistant to oxidative stress [1845]. Moreover, knockout mice eat more but weight less and accumulate less fat compared to wild-type. Putting mice under caloric restriction results in weight loss, metabolic deterioration and premature death. While pathological mechanisms cannot be excluded, these results suggest Adcy5 may be involved in caloric restriction [3290]. In keeping with its role in exercise performance transgenic overexpression of ADCY5 in cardiomyocytes of the heart (AC5-Tg) improves baseline cardiac function but impairs the ability of the heart to withstand stress [3581]. In contradiction to this ADCY5 knockout mice have also been shown to have enhanced exercise performance, though this effect was found to be limited to skeletal muscle. In relation to its role in longevity, exercise performance was also improved in ADCY5 knock-out mice. This effect was blocked when |SIRT1|, MEK or |SOD2| inhibitors were used [4342]. Additionally, ADCY5 knockout delays age-related tumor incidence significantly and protects against mammary tumor development in AC5KO × MMTV-HER-2 neu mice, and B16F10 melanoma tumor growth [3580], which could explain why AC5KO is a model of longevity.\n"
256,256,"mammal,upstream,downstream",4p15.1,23792021,23890077,-1,"   PPARGC1A is a transcriptional coactivator that regulates and interacts with genes involved in energy metabolism [1847]. It has a role in regulating metabolism, inflammation, oxidative stress resistance and mitochondrial biogenesis and function [4340]. |SIRT1| has been reported to be a functional regulator of PPARGC1A [1846]. \n\n   +p In mice, knockout of PPARGC1A accelerates vascular aging and atherosclerosis, coinciding with telomere dysfunction and shortening and DNA damage. Expression of PPARGC1A coactivates |TERT| transcription and reverses telomere malfunction [4340]. In humans, PPARGC1A has been associated with cholesterol and obesity as well as age-related diseases like type 2 diabetes. Thus, PPARGC1A may play a role in in ameliorating senescence, aging, and age-associated chronic diseases.\n"
257,257,putative,19p13.3,1103926,1106789,1,"GPX4 is an antioxidant, in particular involved in the detoxification of oxidative damage to membrane lipids. The median lifespan was slightly (about 7%) but significantly increased in heterozygous knockout mice when compared to controls. Heterozygous knockout mice showed a delayed occurrence of fatal tumor lymphoma as well as increased sensitivity apoptosis induced by oxidative stress [1848]."
258,258,putative,4q28-q31,140559896,140568805,-1,"Mitochondrial uncoupling proteins create proton leaks across the inner mitochondrial membrane to uncouple oxidative phosphorylation from ATP synthesis resulting in energy being dissipated as heat. Mice with skeletal muscle-specific UCP1 expression had increased median survival, decreased adiposity, increased temperature and metabolic rate. The same genetic manipulation in |APOE| null mice decreased diet-induced atherosclerosis and in agouti yellow mice, a model of obesity, diabetes and hypertension were reversed [1850]."
259,259,"downstream,putative",12p13.3,4368227,4379728,-1,"FGF23-null mice have a short lifespan and develop features resembling premature ageing. This appears to be a vitamin D-mediated process similar to that observed in klohto (|KL|) mice [1853]. |KL| has been shown to be an essential cofactor for activation of FGF signaling by FGF23 [1851]. Though inconclusive at present, FGF23 might play some role in ageing."
260,260,mammal,2p16,55865967,55924139,-1,"EFEMP1 encodes an extracellular matrix protein of unknown function. Knockout mice exhibited an early onset of ageing-associated phenotypes including reduced lifespan, decreased body mass and muscle and organ atrophy [1854]. In humans, a mutation in EFEMP1 has been associated with Malattia Leventinese, a disease similar to age-related macular degeneration [1889]. A role of EFEMP1 in ageing is plausible though further research is warranted to confirm or disprove this hypothesis."
261,261,"functional,putative",16p13.12,13920157,13952348,1,"ERCC4, together with |ERCC1|, is involved in the repair of DNA damage. One patient with a severe mutation in ERCC4 displayed progeroid symptoms. ERCC4-|ERCC1|-deficient mice show developmental retardation, growth arrest after two weeks and death at four weeks. They also have increased cell death and reduced |GH1| and |IGF1| signalling as well as some signs of premature ageing [1855]. Mutations in ERCC4 have also been associated with xeroderma pigmentosum [1891]. \n\nIn worms, XPF-1 (an ortholog of ERCC4) mutants do not display a decreased lifespan. Moreover, XPF-1 deficiency further increases lifespan of daf-2 long-lived mutants [3645]. \n\nAlthough it is possible that ERCC4 plays some role in human ageing, with only patient exhibiting progeroid symptoms further studies are necessary to establish the role of this genes in human ageing."
262,262,human_link,16q21,56961923,56983844,1,"The cholesteryl ester transfer protein (CETP) is a protein involved in the transfer of cholesteryl esters between lipoproteins. CETP is a crucial protein involved in the regulation of high density lipoprotein (HDL) levels and may affect susceptibility to age-related diseases, including atherosclerosis and Alzheimer's Disease (AD). A higher HDL/LDL ratio has been associated with healthier and longer-lived individuals. Accordingly, a polymorphism (I405V) in the CETP gene has been associated with longevity in some long-lived populations of healthy aging Ashkenazi Jews [2127] as well as in a cohort of Greek individuals [2128]. This however was not observed in a similar study with Italian centenaries [2129] and it appears that this polymorphism is not enough to universally determine longevity and other genes might play an important role.+p CETP has been also associated with susceptibility to age-related diseases. For example, it was suggested that CETP behaves as a modifier gene of the AD risk associated with |APOE| [2130] and that the I405V polymorphism is associated with an increased risk of AD [2131]. CETP has been also identified as a susceptibility allele for advanced age-related macular degeneration [2133]."
263,263,functional,3p25,12287850,12434356,1,"Peroxisome proliferator-activated receptor (PPAR)gamma-2 is an important regulator of adipose tissue metabolism, insulin sensitivity and inflammatory response. Recent studies have identified klotho (|KL|) as a target gene for peroxisome proliferator-activated receptor-gamma (PPARg) [2141]. Mutant mice with a lowered expression of Pparg had a reduced lifespan compared to wild type [2142], however adipose tissue-specific PPARg heterozygous mice exhibited significant improvement in insulin sensitivity in skeletal muscle and showed an increased resistance to paraquat-induced oxidative stress [3665]. The level of PPARs (including PPARG) is reduced with age and caloric restriction in mice appears to prevent these alteration, suggesting common mechanisms [2143]. +p Mutations in PPARG may be one of the causes of type 2 insulin-resistant diabetes and hyptertension [2144] and a polymorphism of PPARG has been associated to early atherosclerosis [2145]. Defects in PPARG may also be associated with colon cancer [2146]. Genome-wide association studies have identified a paraoxonase Pro/Ala gene polyporphism which is associated to human longevity [2147]."
264,264,mammal,3q24,148697871,148743003,1,"AGTR1 is a gene encoding for one of the Ang II type 1 receptors. Ang II is the central product of the renin-angiotensin system and plays a role in cardiac and renal pathologies. Disruption of AGTR1 in mice resulted in a significant prolongation of maximal lifespan compared to controls. The mice also developed less cardiac and vascular injury, and multiple organs from these mice displayed less oxidative damage [2148]. AGTR1 is involved in atherosclerosis [2151] and renal diseases [2152]."
265,265,mammal,4q24,102868978,102892806,1,"Knockout mice for CISD2, the causative gene in Wolfram syndrome 2, show an increased mitochondrial breakdown and dysfunction accompanied by autophagic cell death. Mice exhibit multiple signs of premature aging: prominent eyes and protruding ears, ocular abnormalities, early depigmentation of the fur, hair follicle atrophy, decreased hair density and regrowth rate, thickened dermis, significant decrease in subcutaneous adipose tissue and muscle, muscle atrophy, osteroporosis, decrease in pulmonary capacity, and have a shorter lifespan [2153]. In wild type, the expression levels of CISD2 decrease with age [2154]. Transgenic expression in mice extend lifespan [3315]. As such, CISD2 is a strong candidate for a role in ageing, though further human studies are warranted."
266,266,mammal,6p24.3,8073360,8102595,-1,"The eukaryotic translation elongation factor 1 epsilon 1 (EEF1E1), also known as p18, is a well-known tumor suppressor, which plays a role in the |ATM|/|ATR|-mediated p53 (|TP53|) activation [2155].+p Knockout mice result in early embryonic death (homozygous) or are born alive but show highly increased susceptibility to various cancers (heterozygous). On the other hand, transgenic mice overexpressing EEF1E1 constitutively have an imbalance in the protein levels of lamin A (|LMNA|) isoforms, and thus a significantly shorter mean lifespan and a phenotype characteristic to mouse progeroid models [2156]. +p The expression of p18 is downregulated in gastric and colorectal cancers [2157].\n"
267,267,mammal,12p12.3,15620141,15789576,-1,"EPS8 knockout mice appear to be caloric restricted, most probably due to an impaired fat absorption, and show a lean phenotype and increased lifespan [2158]. EPS8 was also shown to be involved in several type of cancer [2161]."
268,268,mammal,1p13.3,110672452,110675033,-1,"The potassium voltage-gated channel, shaker-related subfamily, member 3, also known as KCNA3 or Kv1.3, is involved in the repolarization of nerve cells following an action potential. It also plays an essential role in T-cell proliferation and activation.+p Null mice weigh less than controls, have modified ingestive behaviours, are resistant to fat deposition following a moderately high-fat dietary regime and have improved longevity and fecundity. Moreover, gene-targeted deletion in the short-lived MC4R-null mice returned the lifespan of these mice to approximately wild-type levels [2163].+p A variant in the promoter of the KCNA3 gene was found associated with impaired glucose tolerance and lower insulin sensitivity [2164]. KCNA3 is also involved in age-related diseases, like Alzheimer's disease and cancer. For example, an aberrant glutamate-dependent modulation of KCNA3 channels was found in T lymphocytes of Alzheimer patients [2165], and it was shown that the inhibition of KCNA3 has an anti-proliferative effect, blocking proliferation of human lung adenocarcinoma cells [2166]. A reduced expression of KCNA3 was also found in human prostate cancer [2168]. So far there has been no direct evidence linking KCNA3 to human longevity and further research is needed.\n"
269,269,"functional,putative",17q25,81911939,81918182,-1,"    SIRT7 encodes a member of the sirtuin family of proteins, homologs to the yeast Sir2 protein. The mouse homologue, Sirt7 is involved in cell metabolism, stress resistance and proliferation [3355]. Human SIRT7 is a histone deacetylase that is recruited to target promoters by interactions with transcription factors, promoting transcriptional repression [3356]. Evidence from lower organisms and human hematopoietic stem cells (HSCs) suggest that sirtuins might be implicated in ageing.\n    +p Homozygous (but not heterozygous) Sirt7 mouse mutants showed signs of ageing-related changes and died prematurely. Mutant mice develop kyphosis and lost subcutaneous fat early in life, and showed a general decrease in stress-resistance mechanisms. They develop cardiomyopathy and are characterized by extensive fibrosis, leading to an increase in collagen III accumulation [2169], though it is not entirely clear the mice are progeroid.\n    +p In humans, levels of SIRT7 expression are significantly increased in breast cancer [2170] and in human thyroid carcinoma [2171]. Inactivation of SIRT7 in HSCs results in reduced quiescence, increased mitochondrial protein folding stress and compromises their regenerative capacity. SIRT7 expression levels are reduced in aged HSCs and SIRT7 upregulation is enough to improve their regenerative capacity [4327]. \n"
270,270,"mammal,model",7q31.32,123113534,123199971,-1,"SLC13A1, also known as NaS1, is one of the members of the solute carrier family (sodium/sulfate symporters) and has a role in mediating sulfate reabsorption in the kidney. It appears to be involved in kidney disease.+p Knockout NaS1 mice (Nas1 -/- ) were found to live longer and have less tumors in aged mice. Median lifespans was increased in both male and female mice when compared with wild type [2172]. Similar results were observed for orthologs of SLC13A1 in flies [2173] and worm [2174]. Therefore, results from model systems support a role for SLC13A1 in ageing, although further studies are necessary to determine if it also plays a role in human ageing."
271,271,"functional,upstream",12q,93569822,93576745,1,"SOCS2 is a member of the suppressor of cytokine signaling (SOCS) family and is a cytokine-inducible negative regulator of cytokine receptor signaling through the JAK/STAT pathway. The SOCS2 protein interacts with IGF1 and GH receptors |IGF1R| and |GHR| [2175] as a negative regulator of GH signaling [2177]. The lack of SOCS2 expression in the high-growth mouse increases plasma |IGF1|, and reduces plasma and pituitary |GH1| levels. Mutant mice exhibited a reduced mean and maximal lifespan compared to wild type [2178]. SOCS2 is also involved in several types of cancer [2179]."
273,273,mammal,13q32-q33,102596936,102679173,1," In human embryonic kidney cells overexpression of TPP2 induces accelerated growth and resistance to apoptosis, correlated with the appearance of multiple chromosomal aberrations, numerical and structural centrosome abnormalities, and multipolar cell divisions, suggesting a role in the regulation of centrosome homeostasis and mitotic fidelity [2185].+p Knockout in mice resulted in viable animals which are almost indistinguishable from their wild type littermates when young. After the age of 1 year mutant mice show an increased mortality and multiple signs of premature ageing. They exhibt an aged appearance, disheveled fur, large bald areas, reduced body mass, and loss of vigor. Mice also show symptoms characteristic of immunohematopoietic senescence, including accelerated thymic involution, lymphopenia, impaired proliferative T cell responses, extramedullary hematopoiesis, and inflammation. Premature cellular senescence in fibroblasts, coinciding with the upregulation of |TP53| and the dysregulation of |NFKB1| was also observed [2184]."
274,274,functional,15q15-q21,43407214,43493156,-1,"TP53BP1 is a DNA damage response protein that acts to preserve genomic integrity through the non-homologous end joining (NHEJ) pathway. |BRCA1| mouse mutants result in embryonic lethality and hypomorphic BRCA1 mice and heterozygous for TP53 have slower growth rates and display signs of premature ageing [37]. These phenotypes are almost completely reverted in double knockout mice lacking TP53BP1. The mutant mice showed an almost normal lifespan and displayed a relative absence of various progeroid phenotypes, even though high levels of genomic instability were still observed [2186]. In humans, TP53BP1 has also been implicated in various forms of cancer [2191]. As TP53BP1 is involved in DNA damage responses, along with |TP53|, |ATM|  and other ageing-associated players, and it might play a role during human ageing."
275,275,functional,11p15.5,215030,236362,-1,"   Sirtuin 3 (SIRT3) is a member of the sirtuins, a family of proteins which promote longevity in lower model organisms and have been associated with adaptations to nutrient stresses such as fasting and the process of dietary restriction [4336]. SIRT3 is localized in the mitochondria and regulates mitochondrial function. In normally functioning mitochondria SIRT3 binds ATP synthase but dissociates in response to membrane depolarisation. SIRT3 is then required for the recovery of membrane potential [4376]. \n   +p In mice, knockout of Sirt3 resulted in a decreased oxygen consumption, increased oxidative stress in skeletal muscle and impaired insulin signalling [2192]. Young Sirt3-deficient mice (8 weeks) showed signs of cardiac hypertrophy and interstitial fibrosis even though they appeared to have normal activity. In contrast, Sirt3-expressing transgenic mice were protected by blocking the cardiac hypertrophic response. In cell cultures, these results were linked to decreased ROS levels due to activation of |FOXO3|, |SOD2| and |CAT| [2193].  Overexpression of SIRT3 in human fibroblasts antagonizes high glucose-induced cellular senescence [3621]. SIRT3 has also been associated with stem cell regeneration [3312]. \n   +p In humans, variability in the SIRT3 has been associated with survival at old ages [2194], and increased levels of SIRT1 and SIRT3 have been associated with frailty [3607].\n"
276,276,mammal,12q24,124324411,124567464,-1,"NCOR2, also known as SMRT, is a transcriptional corepressor that maintains the transcriptional silencing of certain target genes. NCOR2 expression and its occupancy on peroxisome proliferator-activated receptor (PPAR) target gene promoters are increased with age in major metabolic tissues. Shifting its repressive activity towards PPARs, by selectively disabling one of its two major receptor-interacting domains, resulted in premature ageing in mice and related metabolic diseases accompanied by reduced mitochondrial function and antioxidant gene expression. Additionally, in a preliminary analysis, several human polymorphisms were found to be associated with type 2 diabetes [2196]."
277,277,upstream,7p22.3,816615,874920,1,"Mutations in the |LMNA| gene result in Hutchinson-Gilford progeroid syndrome. Two mouse models, Lmna null (Lmna(-/-)) and progeroid Lmna delta9 have been created, displaying these two pathologies, with an accordingly shorten lifespan. In both cases, however, a deficiency in the Sun1 gene resulted in reduced tissue pathologies and enhanced longevity. Similarly, a reduction of SUN1 overaccumulation in |LMNA| mutant fibroblasts and in cells derived from progeroid patients corrected nuclear defects and cellular senescence [2197]. Further studies are warranted."
278,278,functional,6p21.3,33572546,33580293,-1,"The |BCL2| oncogene is a potent suppressor of apoptosis under diverse conditions. BAK1, a gene belonging to the BCL2 family, promotes cell death and counteracts the protection from apoptosis provided by BCL2 [2198]. Bak knockout mice showed reduced age-related apoptotic cell death of spiral ganglion neurons and hair cells in the cochlea, which in turn resulted in the prevention of age-related hearing loss [2200]. "
279,279,"mammal,functional",2q33-q34,216633404,216664435,1,"   IGF Binding Protein 2 is encoded by the leptin(|LEP|)-regulated IGFBP2 gene and binds IGF proteins, especially |IGF2|. IGFBP2 inhibits IGF-mediated growth and developmental rates. IGFBP2 has oncogenic potential and is involved in breast cancer and glioma progression, a process which is mediated through its RGD-motif [4343]. \n\n   +p In mice, overexpression of IGFBP2 reverses diabetes in insulin-resistant and diet-induced obese mice, as well as insulin-deficient streptozotocin-treated mice [2201]. Mice overexpressing normal IGFBP2 and IGFBP2 lacking the RGD-motif both exhibit growth impairment. However, whilst mice overexpressing IGFBP2 were shown to have delayed sexual maturation and increased life expectancy when compared to controls, mice overexpressing the mutant variant showed no changes in these parameters. These results suggest that the RGD-motif has a major influence on IGFBP2’s pleiotropic effect and that somatic growth/time of sexual maturity may be less closely related to life expectancy than previously thought [4343]. \n\n   +p Although it is tempting to suggest a role for IGFBP2 in age-related diseases and perhaps in ageing, due to its links to IGFs and |LEP|, so far, no direct evidence linking IGFBP2 to human ageing is available.\n"
280,280,putative,17q25.3,81932386,81937257,-1,"The PYCR1 gene encodes an enzyme that catalyzes the NAD(P)H-dependent conversion of pyrroline-5-carboxylate to proline. It appears that mutations in PYCR1 result in altered mitochondrial function and progeroid changes in connective tissues. Defects in the PYCR1 gene are the cause of cutis laxa autosomal recessive type 2B, a syndromal disorder characterized by the appearance of premature ageing, wrinkled and lax skin with reduced elasticity, joint laxity, craniofacial dysmorphic features, growth retardation and developmental delay. Homozygosity or compound heterozygosity for mutations in the PYCR1 gene were found in consanguineous human families, and knockdown of the orthologous genes in Xenopus and zebrafish resulted in epidermal hypoplasia and blistering, accompanied by a massive increase of apoptosis [2202]. Further research is needed in order to fully understand the link between PYCR1 and human ageing."
281,281,"functional,putative",1p36.3,3698046,3736201,1,"The tumor suppressor TP73 encodes a member of the p53 family of transcription factors involved in cellular responses to stress and participates in the apoptotic response to DNA damage. Compared to p53-deficient mice, p73-deficient mice also exhibited profound defects, including hippocampal dysgenesis, hydrocephalus, chronic infections and inflammation, as well as abnormalities in pheromone sensory pathways, but showed no increased susceptibility to spontaneous tumorigenesis [2203]. Old p73 +/- mice are more susceptible to neurodegeneration and showed decreased cognitive and motor function, brain atrophy, and neuronal degeneration compared to wild type [2204]. Mice lacking one of the isoforms (DeltaNp73) are viable and fertile but display the signs of neurodegeneration. Cells from these mice are more sensible to DNA-damage and have an increased p53-dependent apoptosis [2205]. Therefore, it is possible that TP73 plays a role in some aspects of ageing, in particular in the brain.\n"
282,282,putative,6q14-q15,88139865,88166048,-1,"The CNR1 genes encodes for the cannabinoid receptor 1 (CB1) and is involved in cannabinoid-induced central nervous system effects. Mice lacking the Cnr1 gene showed an accelerated age-dependent deficit in spatial learning accompanied by a loss of principal neurons in the hippocampus and enhanced neuroinflammation suggesting that CB1 receptor activity on hippocampal GABAergic neurons protects against age-dependent cognitive decline by reducing pyramidal cell degeneration and neuroinflammation [2206]. In human cells, the CB1 receptors have been linked to neurodegenerative [2207] and macular degeneration [2208]. Genome wide association studies found that genetic variants of CNR1 may be associated with obesity-related phenotypes in humans [2209]. Clearly, CNR1 appears to be related to neurodegenerative diseases, however, its role in broader aspects of ageing is unclear."
283,283,"cell,upstream",2q31,177230303,177264131,-1,"    Also known as NFE2L2, NF-E2-related factor 2 (NRF2) is a transcription factor that is activated by oxidative stress and electrophiles and has a role in inducing a number of antioxidative and carcinogen-detoxifying enzymes. Nrf2-deficient mice develop more tumors in response to carcinogens, and caloric restriction is ineffective in suppressing them in knockout mice. In contrast, caloric restriction remains effective in extending lifespan and increasing insulin sensitivity [2210]. In Nrf2-null mice fed a high-fat diet, the levels of hepatic triglycerides and cholesterol in liver were similar to wild type, while the levels of hepatic free fatty acid and malondialdehyde equivalents were higher, suggesting that Nrf2 inhibits lipid accumulation and oxidative stress in the mouse liver [2211]. \n    +p In human fibroblasts, NRF2 shows a declined function in replicative senescence and its silencing leads to premature senescence. NRF2 activation results in the enhanced survival of cells following oxidative stress, whereas continuous treatment leads to lifespan extension of human fibroblasts [2212]. NRF2 has been also linked to several human age-related diseases, including atherosclerosis [2213], neurodegenerative diseases [2214], and cancer [2215]. It has been shown that progerin, an alternatively spliced product of |LMNA| involved in Hutchinson-Gilford progeria syndrome, sequesters NRF2, resulting in impaired NRF2 activity and increased oxidative stress. Suppressed NRF2 activity or increased oxidative stress is sufficient to recapitulate some of the accelerated aging effects seen in Hutchinson-Gilford progeria syndrome patients. Thus, NRF2 may play a role in accelerated human aging [4358]. \n"
284,284,cell,6p21.2,36678679,36687339,1,"The tumor suppressor CDKN1A, also known as p21, is a cyclin-dependent kinase inhibitor of CDK2 and CDK4 complexes, and regulates cell cycle progression at G1 via |RB1| [2217]. CDKN1A is tightly controlled by p53 (|TP53|) and its induction predominantly leads to cell cycle arrest, while its repression may have different outcomes depending on context [2218]. Up to now, CDKN1A has been linked to cancer in multiple ways.+p Mice lacking p21 undergo normal development, but are defective in G1 checkpoint control [2219]. The deletion of p21 in mice with dysfunctional telomeres prolonged lifespan. The mice exhibited improved hematolymphopoiesis and maintenance of intestinal epithelia without rescuing telomere function. Moreover, they showed rescued proliferation of intestinal progenitor cells and improved repopulation capacity and self-renewal of hematopoietic stem cells [2220]. In mice, using the ear hole closure phenotype, it was shown that regeneration occurs much faster in p21-deficient animals than in controls [2221].+p In human cells, an increase in the mRNA level of CDKN1A was observed upon stress-induced premature senescence [2222]. In a study of human longevity polymorphisms two CDKN1A alleles, which are very rare in Italian centenarians, have been identified, leading to the suggestion that they might have potentially detrimental effect to longevity [2223]. Clearly, CDKN1A plays a role in cancer and cell senescence, but its role in human ageing remains unknown."
285,285,downstream,4q12,54229097,54298245,1,"The PDGFRA gene encodes a cell surface tyrosine kinase receptor for members of the platelet-derived growth factor family. These growth factors are mitogens for cells of mesenchymal origin. PDGFRA binds |PDGFB| and thus may be related to age-related changes in the heart [363]. With age, there is a decline in the PDGFRA levels of beta-cell in mice, accompanied by a reduction in beta-cell replication. The conditional inactivation of Pdgfra accelerates these changes, preventing neonatal beta-cell expansion and adult beta-cell regeneration. Similar results were observed in human beta-cells [2224]. Receptor tyrosine kinases have been found to be expressed in metastatic colon cancer [2225] and PDGFRA mutations were found in gastrointestinal tumours [2226]. PDGFRA has not been directly related to ageing, however."
286,286,upstream,3q26.3,179148523,179234709,1,"PIK3CA plays a role in activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. |MTOR| is a downstream effector of phosphoinositide 3-kinase, and thus PIK3CA might be also involved in ageing.+p In mice, suppression of the activity of the p110alpha isoform of PIK3CA preserved cardiac function and prevented many age-associated changes in the heart [2227]. PIK3CA is also an oncogene and has been implicated in several types of cancers. "
287,287,upstream,1p36.12,22636625,22639682,1,"C1QA activates Wnt signaling, which has been implicated in mammalian ageing, and promotes ageing-associated decline in tissue regeneration. Serum C1q concentration is increased with ageing, and Wnt signaling activity is augmented during ageing in the serum and in multiple tissues of wild-type mice, but not in C1qa-deficient mice. Skeletal muscle regeneration in young mice is inhibited by exogenous C1q treatment, whereas ageing-associated impairment of muscle regeneration is restored by C1s inhibition or C1qa gene disruption [2228]. C1q protein levels dramatically increase in the normal aging mouse and human brain, by as much as 300-fold, in the hippocampus, substantia nigra, and piriform cortex. Moreover, C1q-deficient mice exhibit less cognitive decline in compared with wild-type mice [3588]. "
288,288,cell,9p21,22002903,22009313,-1,"The p15 tumor suppressor (CDKN2B) is located in the same region as p16 (|CDKN2A|), and is also involved in cell cycle, senescence and cancer. This region is frequently mutated and/or deleted in a wide variety of tumors [2229]. Genetic variants have been identified close to both p15 and p16 in patients with type 2 diabetes and cardiovascular disease [2230]. Although CDKN2B seems to have a role in cellular senescence and age-related diseases, its implication in broader aspects of ageing is still unknown."
289,289,mammal,3q26.2,170888415,170908637,-1,"A highly conserved gene involved in in translation elongation, EIF5A2 has been associated with cancer [3403]. Its overexpression in mice results in accumulation of chromosomal instability and features resembling accelerated ageing, including a short lifespan, kyphosis, osteoporosis, delay of wound healing and ossification [3246]. Although further studies are needed, EIF5A2 might then play a role in human ageing."
290,290,mammal,22q11.23,23894378,23895222,1,"MIF is involved in several processes, including in cell proliferation and inflammation. Its levels are elevated in long-lived mouse models, including in caloric restriction. Knocking out MIF in mice results in an extended lifespan (knockout mice live 16% longer than controls) and are even longer-lived under caloric restriction [3248]. These results suggest a potential role in ageing, though human studies are lacking."
291,291,mammal,8q24.3,144314583,144326919,-1,"DGAT1 is an enzyme involved in triglyceride synthesis and metabolism. Knockout of DGAT1 in female mice results in an extended lifespan of about 23% [3249]. As such, DGAT1 might play some role in ageing, though human studies are lacking."
292,292,putative,16q13,56625673,56627113,1,"MT1E seems to play a role protecting against oxidative stress, although its exact functions are unknown. Cardiac-specific overexpression of MT1E in mice increased lifespan by 14% while attenuating oxidative stress in the heart [3251]. Further studies are warranted."
293,293,mammal,19q13.33,48756087,48758325,1,"FGF21 is a pro-longevity hormone released by the liver that regulates glucose uptake in adipocytes. Transgenic overexpression of Fgf21 in hepatocytes increases average and maximum lifespan by 36% and 16%, respectively [3252]. Studies suggest that methionine restriction can reverse the negative effects of ageing on body mass, adiposity, and insulin resistance through an FGF21 mechanism [3602]. Given these results and its role in metabolism, FGF21 may play a role in metabolic aspects of ageing. Additionally, FGF21 expression in the thymus declines with age. FGF21 overexpression in mice protects against thymic involution, increases perithymic brown adipose tissue and elevates thymic T-cell export. Loss of FGF21 in middle aged mice accelerates thymic ageing. Thus, FGF21 may integrate the metabolic and immune systems [4359]. In humans, FGF21 resistance has been associated with Type 2 diabetes and it has been shown that FGF21 treatment can alleviate several age-related disorders. Overall, FGF21 resistance might jeopardise human healthspan and accelerate the ageing process [4510]. "
