"id","gene_symbol","gene_id","species_name","pubmed","description","entrez_id","gene_name","function","ensembl","alias"
124,"FKH2","YNL068C","Saccharomyces cerevisiae","18225956,22438832","Deletion of |FKH1| or FKH2 has no effect on neither replicative nor chronological lifespan [2556]. Deletion of both |FKH1| and FKH2 reduces mean chronological lifespan by 50% and abrogates lifespan extension and increased stress resistance conferred from water starvation (extreme DR). Modest increase in |FKH1| or FKH2 expression results in slight increased chronological and replicative lifespan as well as stress resistance [2614].",855656,"ForK head Homolog 2","Fkh2p; Forkhead family transcription factor with a major role in the expression of G2/M phase genes; positively regulates transcriptional elongation; negative role in chromatin silencing at HML and HMR; substrate of the Cdc28p/Clb5p kinase [Source:SGD;Acc:S000005012] [Ensembl]","YNL068C",""
125,"FKH1","YIL131C","Saccharomyces cerevisiae","18225956,22438832","Deletion of FKH1 or |FKH2| has no effect on neither replicative, nor chronological lifespan [2556]. Deletion of both FKH1 and |FKH2| reduces mean chronological lifespan by 50% and abrogates lifespan extension and increased stress resistance conferred from water starvation (extreme DR). Modest increase in FKH1 or |FKH2| expression results in a slight increased chronological and replicative lifespan as well as stress resistance [2614].",854675,"ForK head Homolog 1","Fkh1p; Forkhead family transcription factor with a minor role in the expression of G2/M phase genes; negatively regulates transcriptional elongation; positive role in chromatin silencing at HML and HMR; regulates donor preference during switching [Source:SGD;Acc:S000001393] [Ensembl]","YIL131C",""
126,"TSA1","YML028W","Saccharomyces cerevisiae","21884982,15129730","Disruption of TSA1 shortens chronological lifespan [2633]. Replicative lifespan extension by DR in sir2;fob1 double mutant is reduced by TSA1 deletion mutant. Wild-type cells require TSA1 to fully extend lifespan. Mutation in CDC35 (adenylate cyclase), a genetic mimetic of DR, is dependent on TSA1 to extend lifespan [2587].",854980,"Thiol-Specific Antioxidant 1","Tsa1p; Thioredoxin peroxidase, acts as both a ribosome-associated and free cytoplasmic antioxidant; self-associates to form a high-molecular weight chaperone complex under oxidative stress; deletion results in mutator phenotype [Source:SGD;Acc:S000004490] [Ensembl]","YML028W","TPX1 ZRG14"
127,"SRX1","YKL086W","Saccharomyces cerevisiae","21884982","Extra copy of SRX1 counteracts age-related hyperoxidation of Tsa1 and extends replicative lifespan by 15 - 20% in a TSA1-dependent manner. Replicative lifespan extension in sir2;fob1 double mutant by DR is reduced by SRX1 deletion. DR fails to further extend replicative lifespan of cells carrying an extra copy of SRX1. Mutation in CDC35 (adenylate cyclase), a genetic mimetic of DR, is dependent on SRX1 to extend replicative lifespan [2587].",853776,"SulfiRedoXin 1","Srx1p; Sulfiredoxin, contributes to oxidative stress resistance by reducing cysteine-sulfinic acid groups in the peroxiredoxin Tsa1p, which is formed upon exposure to oxidants; conserved in higher eukaryotes [Source:SGD;Acc:S000001569] [Ensembl]","YKL086W",""
128,"ATG11","YPR049C","Saccharomyces cerevisiae","18690010","ATG11 deletion extends replicative lifespan under AL and abrogates DR-lifespan extension [2514].",856162,"AuTophaGy related 11","Atg11p; Adapter protein for pexophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the (PAS) [Source:SGD;Acc:S000006253] [Ensembl]","YPR049C","CVT9"
129,"VAM7","YGL212W","Saccharomyces cerevisiae","18690010","VAM7 deletion decreases replicative lifespan under ad libitum and blocked DR-mediated lifespan extension. Replicative lifespan decreases by 70% on DR in VAM7 deletion mutant [2514].",852660,"VAcuolar Morphogenesis 7","Vam7p; Vacuolar SNARE protein that functions with Vam3p in vacuolar protein trafficking; has an N-terminal PX domain (phosphoinositide-binding module) that binds PtdIns-3-P and mediates membrane binding; SNAP-25 homolog [Source:SGD;Acc:S000003180] [Ensembl]","YGL212W","VPL24 VPS43"
130,"ATG10","YLL042C","Saccharomyces cerevisiae","18690010","ATG10 deletion cancels out replicative lifespan extension by DR [2514]. ",850684,"AuTophaGy related 10","Atg10p; Conserved E2-like conjugating enzyme that mediates formation of the Atg12p-Atg5p conjugate, which is a critical step in autophagy [Source:SGD;Acc:S000003965] [Ensembl]","YLL042C","APG10"
131,"ATG17","YLR423C","Saccharomyces cerevisiae","18690010","ATG17 deletion decreases replicative lifespan under AL and blocks DR-lifespan extension. ATG17 mutant's replicative lifespan decreases by 70% on DR [2514].",851142,"AuTophaGy related 17","Atg17p; Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53, which inhi /.../utophagy in human cells [Source:SGD;Acc:S000004415] [Ensembl]; Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53, which inhibits autophagy in human cells [SGD]","YLR423C","APG17"
132,"SLM4","YBR077C","Saccharomyces cerevisiae","18690010","SLM4 deletion blocks replicative lifespan extension by moderate DR [2514].",852369,"Synthetic Lethal with Mss4 4","Slm4p; Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; gene exhibits synthetic genetic interaction with MSS4 [Source:SGD;Acc:S000000281] [Ensembl]","YBR077C","EGO3 GSE1 NIR1"
133,"DAP2","YHR028C","Saccharomyces cerevisiae","22912585","DAP2 deletion decreases mean and maximum replicative lifespan under AL by 19 and 36%, respectively, and cancels out the lifespan extending effect of moderate DR [2549].",856423,"Dipeptidyl AminoPeptidase 2","Dap2p; Dipeptidyl aminopeptidase, synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p [Source:SGD;Acc:S000001070] [Ensembl]","YHR028C","DPP2"
134,"GTR1","YML121W","Saccharomyces cerevisiae","22912585","GTR1 deletion decreases mean and maximum replicative lifespan under ad lib by 36 and 51%, respectively, and cancels out the lifespan extending effect of DR [2549].",854918,"GTp binding protein Resemblance 1","Gtr1p; Cytoplasmic GTP binding protein and negative regulator of the Ran/Tc4 GTPase cycle; component of GSE complex, which is required for sorting of Gap1p; involved in phosphate transport and telomeric silencing; similar to human RagA and RagB [Source:SGD;Acc:S000004590] [Ensembl]","YML121W",""
135,"OPT2","YPR194C","Saccharomyces cerevisiae","22912585","OPT2 deletion increases mean and maximum replicative lifespan by 23 and 9%, respectively, and cancels out the lifespan-extending effect of DR [2549].",856324,"OligoPeptide Transporter 2","Opt2p; Oligopeptide transporter; member of the OPT family, with potential orthologs in S. pombe and C. albicans; also plays a role in formation of mature vacuoles [Source:SGD;Acc:S000006398] [Ensembl]","YPR194C",""
136,"YDL180W","YDL180W","Saccharomyces cerevisiae","22912585","YDL180W deletion impairs DR-mediated replicative lifespan extension [2549].",851374,"YDL180W","hypothetical protein; Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole [Source:SGD;Acc:S000002339] [Ensembl]","YDL180W",""
137,"RCR2","YDR003W","Saccharomyces cerevisiae","22912585","RCR2 deletion extends mean replicative lifespan by 18% and cancels out the lifespan extending effect of DR [2549].",851566,"Resistance to Congo Red 2","Rcr2p; Vacuolar protein that presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; similar to Rcr1p [Source:SGD;Acc:S000002410] [Ensembl]","YDR003W","SSH5"
138,"FRE6","YLL051C","Saccharomyces cerevisiae","22912585","FRE6 deletion increases mean replicative lifespan by 14% and cancels out the lifespan extending effect of DR [2549].",850675,"Ferric REductase 6","Fre6p; Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels [Source:SGD;Acc:S000003974] [Ensembl]","YLL051C",""
139,"VPS20","YMR077C","Saccharomyces cerevisiae","22912585","VPS20 deletion decreases mean and maximum replicative lifespan by 16% and 19%, respectively, and additionally cancels out the DR-induced replicative lifespan extension [2549].",855101,"Vacuolar Protein Sorting 20","Vps20p; Myristoylated subunit of ESCRTIII, the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen; cytoplasmic protein recruited to endosomal membranes [Source:SGD;Acc:S000004682] [Ensembl]","YMR077C","CHM6 VPL10 VPT20"
140,"YHB4","YGR234W","Saccharomyces cerevisiae","21584246","sfa1;yhb1 double mutant cancels out the ability of moderate DR to extend replicative lifespan, but not chronological lifespan. Deleting YHB1 partially abolished DR-induced replicative lifespan extension, whereas deleting |SFA1| alone had no effect. Yhb1 and Sfa1 may play redundant roles [2581].",853149,"Yeast HemogloBin-like protein 4","Yhb1p; Nitric oxide oxidoreductase, flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses [Source:SGD;Acc:S000003466] [Ensembl]","YGR234W","YHB4"
141,"SFA1","YDL168W","Saccharomyces cerevisiae","21584246","sfa1;yhb1 double mutant cancels out the ability of moderate DR to extend replicative lifespan, but not chronological lifespan. Deleting |YHB1| partially abolishes the DR-induced replicative lifespan extension, whereas deleting SFA1 alone had no effect. Yhb1 and Sfa1 may play redundant roles [2581].",851386,"Sensitive to FormAldehyde 1","Sfa1p; Bifunctional enzyme containing both alcohol dehydrogenase and glutathione-dependent formaldehyde dehydrogenase activities, functions in formaldehyde detoxification and formation of long chain and complex alcohols, regulated by Hog1p-Sko1p [Source:SGD;Acc:S000002327] [Ensembl]","YDL168W","ADH5"
142,"IPK1","YDR315C","Saccharomyces cerevisiae","16293764,19030232,21584246","Deletion of IPK1 increases mean replicative lifespan by 41 - 40% in the alpha strain [1570] [2503]. IPK1 deletion extends mean and maximum replicative lifespan by 24 and 19%, respectively, and was non-synergistic with moderate DR [2581].",851910,"Inositol Polyphosphate Kinase 1","Ipk1p; Inositol 1,3,4,5,6-pentakisphosphate 2-kinase, nuclear protein required for synthesis of 1,2,3,4,5,6-hexakisphosphate (phytate), which is integral to cell function; has 2 motifs conserved in other fungi; ipk1 gle1 double mutant is inviable [Source:SGD;Acc:S000002723] [Ensembl]","YDR315C","GSL1"
143,"HHF1","YBR009C","Saccharomyces cerevisiae","21584246","HHF1 deletion extends mean and maximum replicative by 45 and 69%, respectively, as well as chronological lifespan. Chronological lifespan extension by HHF1 deletion and DR is non-synergistic. DR appears to slightly extend replicative lifespan in hhf1 mutants, but DR does not change hhf1-induced replicative lifespan extension, suggesting a positive interaction [2581].",852294,"Histone H Four 1","Hhf1p; Histone H4, core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity [Source:SGD;Acc:S000000213] [Ensembl]","YNL030W",""
144,"AIM4","YBR194W","Saccharomyces cerevisiae","21584246","AIM4 (alias SOY1) deletion increases chronological and replication lifespan, which is non-additive with DR. Under ad libitum mean and maximum replicative lifespan are extended by 63 and 69%, respectively. DR appears to decrease aim4-induced replication lifespan extension, indicating a negative interaction. aim4 mutation does not change DR-induced chronological lifespan extension [2581]. ",852493,"Altered Inheritance rate of Mi 4","Aim4p; Protein proposed to be associated with the nuclear pore complex; null mutant is viable, displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress [Source:SGD;Acc:S000000398] [Ensembl]","YBR194W","SOY1"
145,"GUP1","YGL084C","Saccharomyces cerevisiae","21584246","GUP1 deletion extends mean and maximum replicative lifespan by 32 and 30%, respectively, as well as chronological lifespan. DR-induced maximal replicative lifespan extension is not further increased by GUP1 deletion, while gup1 mutant displayed slightly longer chronological lifespan under DR [2581]. ",852796,"Glycerol UPtake 1","Gup1p; Plasma membrane protein involved in remodeling GPI anchors; member of the MBOAT family of putative membrane-bound O-acyltransferases; proposed to be involved in glycerol transport [Source:SGD;Acc:S000003052] [Ensembl]","YGL084C",""
146,"PKH2","YOL100W","Saccharomyces cerevisiae","18340043,21584246,21447998,22319457","PKH2 deletion increases replicative lifespan by 20% in the alpha strain and by 15% in the a strain [2504]. Deletion of PKH2 increases chronological lifespan by 29% [2632] to 34% [2593]. PKH2 mutation extends both replicative and chronological lifespan as well as cancels out DR-induced replicative and chronological lifespan extension [2581]. Mean and maximum replicative lifespan under ad libitum is extended by 38 and 69%, respectively.",854053,"Pkb-activating Kinase Homolog 2","Pkh2p; Serine/threonine protein kinase involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; redundant with Pkh1p [Source:SGD;Acc:S000005460] [Ensembl]","YOL100W",""
147,"HXT17","YNR072W","Saccharomyces cerevisiae","21584246","HXT17 mutation extends both replicative and chronological lifespan as well as cancels out DR-induced replicative and chronological lifespan extension. Mean and maximum replicative lifespan are extended by 27 and 49%, respectively [2581].",855809,"HeXose Transporter 17","Hxt17p; Hexose transporter, up-regulated in media containing raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose [Source:SGD;Acc:S000005355] [Ensembl]","YNR072W",""
149,"ucp2","ENSDARG00000043154","Caenorhabditis elegans","22737090","Overexpression of zebrafish's ucp2 in nematode increases mean, median, and maximum lifespan by 42, 40, and 26%, which is non-additive with solid DR [2588].",555812,"uncoupling protein 2","UCP are mitochondrial transporter proteins that create proton leaks across the inner mitochondrial membrane, thus uncoupling oxidative phosphorylation from ATP synthesis. As a result, energy is dissipated in the form of heat [UniProt]",NULL,"cb74"
150,"NNT1","YLR285W","Saccharomyces cerevisiae","12736687","Deletion of NNT1 decreases mean and maximum lifespan by 9 and 19%. 0.5% glucose DR extends the mean and maximum lifespan of NNT1 deletion mutants by 35 and 40%. Overexpression of NNT1 by 5-fold extends mean and maximum replicative lifespan by 18 and 23%, which is approximately of the same magnitude as the lifespan extension obtained from DR. DR in NNT1 overexpression mutant fails to significantly affect the lifespan and only results in extended mean lifespan by 12% and reduced maximum lifespan by 11% [2499].",850991,"Nicotinamide N-methylTransferase 1","Nnt1p; S-adenosylmethionine-dependent methyltransferase; has a role in rDNA silencing and in lifespan determination [Source:SGD;Acc:S000004275] [Ensembl]","YLR285W",""
151,"unc-51","Y60A3A.1","Caenorhabditis elegans","18219227","unc-51(e369) mutation reduces mean but extends maximum lifespan. unc-51(e369) mutation reduces lifespan of |eat-2| mutants to that of wild-type [2387]. ",180311,"UNCoordinated-51","in neurons, an UNC-51::GFP fusion protein shows punctate cytoplasmic localization in axons and cell bodies and partial co-localization with UNC-14 and UNC-5; Protein kinase important for axonal elongation and axonal guidance. Functions in the CAN axons to direct both anterior and posterior migrations. Phosphorylates both unc-14 and vab-8. [UniProt]","Y60A3A.1",""
152,"CG4389","FBgn0028479","Drosophila melanogaster","22768842","Muscle-specific RNAi knockdown of CG489 which reduces its mRNA levels by 25-35%, significantly reduces the DR-dependent lifespan extension. CG4389 RNAi animals exhibit only 20% increase while controls display a lifespan increase of 123% upon DR [2597].",34276,"CG4389 gene product from transcript CG4389-RA","electron transport flavoprotein Beta subunit; CG4389 gene product from transcript CG4389-RA; The gene Mitochondrial trifunctional protein ? subunit is referred to in FlyBase by the symbol DmelMtp? (CG4389, FBgn0028479). It is a protein_coding_gene from Drosophila melanogaster. Based on sequence similarity, it is predicted to have molecular function</span>: long-chain-3-hydroxyacyl-CoA dehydrogenase activity; long-chain-enoyl-CoA hydratase activity. There is experimental evidence that it is involved in the biological process</span>: response to starvation; determination of adult lifespan; fatty acid beta-oxidation; wound healing. 5 alleles are reported. The phenotypes of these alleles are annotated with: adult fat body; lipid particle. It has 3 annotated transcripts and 3 annotated polypeptides. Protein features are: 3-hydroxyacyl-CoA dehydrogenase, C-terminal; 3-hydroxyacyl-CoA dehydrogenase, NAD binding; 6-phosphogluconate dehydrogenase, C-terminal-like; Crotonase, core; Dehydrogenase, multihelical; Enoyl-CoA hydratase/isomerase, conserved site; Fatty acid oxidation complex, alpha subunit, mitochondrial; NAD(P)-binding domain. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderately high expression.  Peak expression observed within 00-06 hour embryonic stages, during early larval stages.   [FlyBase]","FBgn0028479","BcDNA:GH12558 CG 4389 CG4389 Dmel\CG4389"
153,"CG7834","FBgn0039697","Drosophila melanogaster","22768842","Muscle-specific RNAi knockdown of CG7834 significantly reduces the DR-dependent lifespan extension. CG7834 RNAi animals exhibit only a 14% increase compared to the 55% lifespan-increase in controls upon DR [2597].",43515,"CG7834 gene product from transcript CG7834-RA","CG7834 gene product from transcript CG7834-RA; This gene is referred to in FlyBase by the symbol DmelCG7834 (FBgn0039697). It is a protein_coding_gene from Drosophila melanogaster. Based on sequence similarity, it is predicted to have molecular function</span>: electron carrier activity. Based on sequence similarity, it is predicted to be involved in the biological process</span>: oxidative phosphorylation. 3 alleles are reported. The phenotype of these alleles is annotated with: mesothoracic tergum. It has 2 annotated transcripts and 2 annotated polypeptides. Protein features are: Electron transfer flavoprotein, alpha/beta-subunit, N-terminal; Electron transfer flavoprotein, beta subunit; Electron transfer flavoprotein, beta-subunit, conserved site; Rossmann-like alpha/beta/alpha sandwich fold. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderately high expression.  Peak expression observed within 00-06 hour embryonic stages, at stages throughout the larval period, in stages of adults of both sexes.   [FlyBase]","FBgn0039697","CG 7834 Dmel\CG7834"
154,"rpr","FBgn0011706","Drosophila melanogaster","22768842","Flies with ablated wings caused by overexpressing reaper exhibit only a 14% extension in lifespan compared to controls which exhibit a 61% extension upon DR [2597].",40015,"reaper","Activator of apoptosis, as well as grim and W, that acts on the effector, Dredd. [UniProt]","FBgn0011706","anon-WO0162936.19 CG4319 Dmel\CG4319 rp Rpr RPR"
155,"Akh","FBgn0004552","Drosophila melanogaster","22768842","Knockdown of Akh by RNAi does not by itself affect lifespan, but significantly inhibits DR-dependent increase in lifespan across a range of yeast concentrations in both females and males. While control females and males exhibit a 113%/22% increase in lifespan under DR, upon Akh inhibition there was a significant reduction in lifespan extension with DR (52%/5%). Besides, muscle-specific inhibition of Akh reduces the DR-dependent increase in lifespan. Akh inhibition also reduces the protective effect of DR on age-related decline in muscle function/activity.    Overexpression of Akh enhances fat metabolism, spontaneous activity (148% on ad lib and 154% on DR), and lifespan on ad lib (33%). However, despite an increase in movement under DR, lifespan is not increased under a restricted diet [2597].",38495,"Adipokinetic hormone","functional ortholog of glucagon based on its role in glucose and lipid metabolism [15372035; 15166157]; Probably causes a marked increase in hemolymph carbohydrate. [UniProt]","FBgn0004552","akh AKH CG1171 dAkh Dmel\CG1171 Drm-AKH Hrth"
156,"shk-1","ZK1321.2","Caenorhabditis elegans","22768380","Mutation or RNA interference of shk-1 extends lifespan on NGM agar covered with killed or live bacteria as well as in liquid culture medium [2603].  ",174536,"SHaKer family of potassium channels 1","Protein SHK-1; Protein SHK-1, isoform a  [Source:UniProtKB/TrEMBL;Acc:Q09658] [Ensembl]","ZK1321.2",""
157,"F57A8.4","F57A8.4","Caenorhabditis elegans","22768380,11493519","F57A8.4 encodes a rhodopsin-like G-protein coupled receptor that is known to sense light [2604].  Mutation or RNA interference of F57A8.4 extends lifespan on NGM agar covered with killed or live bacteria as well as in liquid culture medium. F57A8.4 RNAi extends the mean, 75%ile and maximum lifespan by 34, 39, and 61%. F57A8.4(tm4341) mutation extends the mean, 75%ile, and maximum lifespan by 18-38, 21-25, and 42-68%. |eat-2| RNAi shortens the lifespan of F57A8.4 mutants [2603]. ",186430,"Protein F57A8.4","Protein F57A8.4; Protein F57A8.4  [Source:UniProtKB/TrEMBL;Acc:Q20915] [Ensembl]","F57A8.4",""
158,"cha-1","ZC416.8b","Caenorhabditis elegans","22768380,6698395","Mutation or RNA interference of cha-1 extends lifespan on killed or live bacteria as well as in liquid culture medium [2603]. cha-1(TY1652) mutation extends mean, 75%ile, and maximum lifespan by 23, 29, and 38%. The cha-1(PR1152) allele extends mean, 75%ile, and maximum lifespan by 22-49, 18-25, and 11-21%. Lifespan extension by cha-1 mutation is not abolished by |daf-16| RNAi inactivation. |eat-2| RNAi shortens the lifespan of cha-1 mutants [2603]. cha-1 participates in determining pharyngeal pumping rate to affect food intake [2620].",13192683,"abnormal CHoline Acetyltransferase 1","Catalyzes the reversible synthesis of acetylcholine (ACh) from acetyl CoA and choline at cholinergic synapses. [UniProt]","ZC416.8",""
159,"nhr-62","","Caenorhabditis elegans","23935515","Knockdown or mutation of nhr-62 suppressed the life extending effects of |eat-2| mutants, a genetic model of DR, but had little effect on the lifespan under ad libitum conditions. nhr-62 also blunts the longevity response during dilution of bacterial food in liquid culture, another form of DR [3287].",172836,"nhr-62 Protein NHR-62",NULL,"",""
160,"gcn-2","","Caenorhabditis elegans","23692540","Loss of gcn-2 suppressed the life extending effects of |eat-2| mutants, a genetic model of DR, but had no effect under ad libitum conditions [3288].",174953,"gcn-2 Protein GCN-2",NULL,"",""
161,"pqm-1","","Caenorhabditis elegans","23911329","Loss of pqm-1 reduced the life extending effects of |eat-2| mutants, a genetic model of DR, but had no effect under ad libitum conditions [3289].",174705,"pqm-1 Protein PQM-1",NULL,"",""
162,"Adcy5","","Mus musculus","23020244","Disruption of Adcy5 extends lifespan. Knockout mice eat more but weight less and accumulate less fat compared to wild-type. Putting mice under caloric restriction results in weight loss, metabolic deterioration and premature death. While pathological mechanisms cannot be excluded, these results suggest Adcy5 may be involved in DR.",224129,"Adcy5 adenylate cyclase 5",NULL,"ENSMUSG00000022840","Ac5 AW121902"
163,"dod-22","","Caenorhabditis elegans","24311442","Loss-of-function mutations in dod-22 ablate the life extending effects of DR due to bacterial dilutions but have no effect on the lifespan under ad libitum conditions.",178247,"Downstream Of DAF-16 (regulated by DAF-16)","","",""
164,"ikb-1","","Caenorhabditis elegans","24311442","Loss-of-function mutations in ikb-1 ablate the life extending effects of DR due to bacterial dilutions but have no effect on the lifespan under ad libitum conditions.",172817,"I Kappa B homolog","","",""
165,"fkb-4","","Caenorhabditis elegans","24311442","Loss-of-function mutations in fkb-4 ablate the life extending effects of DR due to bacterial dilutions but have no effect on the lifespan under ad libitum conditions.",179752,"Peptidyl-prolyl cis-trans isomerase","","",""
190,"Ire1","","Drosophila melanogaster","27783936","Whole body depletion of Ire1 using RNA interference reduced lifespan in flies and negated the lifespan extending effects of dietary restriction. This effect was found to be tissue specific, Ire1 expression in the midgut is required for starvation tolerance and lifespan extension. ",42358,"Inositol-requiring enzyme-1","","","CG4583 dire-1 dIRE1 Dmel\CG4583 Ire ire-1 Ire-1 IRE-like ire1 IRE1"
167,"Sirt1","","Mus musculus","23941528","Caloric restriction (40%) extends median lifespan of both SIRT1+/- and SIRT1+/+ mice by 51%, whereas calorically restricted SIRT1-/- mice display a similar median lifespan compared to their ad libitum counterparts.  The deletion of one SIRT1 allele resulted also in a trend for decreased maximum lifespan under CR conditions.",93759,"sirtuin 1","","ENSMUSG00000020063","Sir2 Sir2a SIR2L1 AA673258 Sir2alpha"
168,"drl-1","","Caenorhabditis elegans","24655420","RNA interference of mekk-3 (drl-1, dietary-restriction like) increases mean (by ~60%) and maximum (by ~40%) lifespan of N2 wild-type worms, and induces a DR-like state (lower fat reserves in intestinal cells and hypodermis, lower triglyceride levels, low brood size, longer reproductive span, increased autophagosome formation in the seam cells and smaller body size). Contrastly to the lifespan extension in N2 worms, inhibition of mekk-3 in the eat-2 worms, a robust model of calorie restriction, does not extend lifespan. 
",3565236,"Dietary Restriction Like","","",""
169,"Npy","","Mus musculus","24682105","While dietary restriction extends median lifespan of wild-type mice by 20.3% and 36%, in males and females respectively, Npy-/-median lifespan is 1.9% shorter for males and 1% shorter for females upon dietary restriction. At a 25th percentile survival point, Npy-/- mice lived 7.1% and 19.5% longer on dietary restriction than controls, overall displaying a diminished effect of DR in the absence of Npy. In addition, the effect of dietary restriction on the occurrence of spontaneous tumors and oxidative stress responses was attenuated in Npy-null in comparison to wild-type mice. Contrastly, physiological processes activated during adaptation to DR (including inhibition of insulin/IGF-1, modulation of adipokine and corticosterone levels, and preferential fatty acid oxidation), in the Npy knockout mice, are similar to those that occur in the wild-type mice. 
",109648,"neuropeptide Y","","ENSMUSG00000029819","0710005A05Rik"
170,"pnc-1","","Caenorhabditis elegans","25257342
","PNC-1 is a NAD+ salvage pathway enzyme, that is required for the lifespan-extension effect of dietary restricion. In PNC-1 null worms, the lifespan is extended by dietary restriction to a significantly smaller degree, and this effect was consistently observed at variuos degrees of restriction (from very mild to dietary deprivation). Contrastly, PNC-1 is not required for some of the healthspan benefits of dietary restriction. While pnc-1 mutants display a muscle function deficiency (shown by their  rate of spontaneous body bending) compared to wild-type under ad libitum, dietary restriction comparably increases the frequency of bending in older wild-type and pnc-1 mutants. Additionally, thermotolerance, a measure which declines with age in C. elegans, is increased in both wild type and pnc-1 worms by dietary restriction.
",176833,"Pyrazinamidase and NiCotinamidase","","",""
171,"InR","","Drosophila melanogaster","24710037
","Overexpression of InRDN (the dominant negative form of insulin receptor) in mated females flies, which results in the inactivation of TOR signaling, affects lifespan extension by methionine restriction. While at 1.0x diet (normal level of all amino-acids, 15% dietary yeast) methionine reduction (from 1mM to 0.2mM) shortened lifespan both for InRDN overexpressing and control flies, at a 0.4x diet (0.4x reduced levels of all amino acids, corresponding to 6% dietary yeast) methionine reduction resulted in an increased lifespan but only for controls, suggesting in this case that methionine reduction and overexpressing InRDN share some common mechanisms. 
",42549,"Insulin-like receptor","","","18402 CG18402 DIHR DILR dinr dInr dInR dINR DInr DInR dInsR dir dIR DIR Dir-a Dir-b DIRbeta dIRH DIRH Dmel\CG18402 er10 inr inR Inr INR Inr-alpha Inr-beta INS InsR insulin/insulin-like growth factor receptor IR l(3)05545 l(3)93Dj l(3)er10 lnR"
172,"MET17","","Saccharomyces cerevisiae","24785424
","Methionine restriction enhances lifespan in various organisms. In yeast, higher levels of supplemented methionine lead to decreased survival in the MET17 (known also as MET15) knockout strain whereas a reduction of methionine leads to improved longevity, but not in the control strain (MET+). 
",851010,"bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase MET17","","","MET15 MET25"
173,"MET2","","Saccharomyces cerevisiae","24785424
","Methionine restriction enhances lifespan in various organisms. In yeast, higher levels of supplemented methionine lead to decreased survival in the MET2 knockout strain whereas a reduction of methionine after the stationary phase leads to improved longevity in the MET2 strain, but not in the control strain (MET+). 
",855444,"homoserine O-acetyltransferase","","",""
174,"ATG5","","Saccharomyces cerevisiae","24785424
","Methionine restriction (a form of dietary restriction), aquired through MET2 or MET17 knockout, enhances lifespan in yeast. In both MET2 and MET17 models, this lifespan extension is abolished by the deletion of ATG5, ATG7, or ATG8 lifespan reaching comparable or even lower survival levels to those of controls. 
",855954,"Atg5p","","","APG5"
175,"ATG7","","Saccharomyces cerevisiae","24785424
","Methionine restriction (a form of dietary restriction), aquired through MET2 or MET17 knockout, enhances lifespan in yeast. In both MET2 and MET17 models, this lifespan extension is abolished by the deletion of ATG5, ATG7, or ATG8 lifespan reaching comparable or even lower survival levels to those of controls. 
",10533,"autophagy related 7","This gene encodes an E1-like activating enzyme that is essential for autophagy and cytoplasmic to vacuole transport. The encoded protein is also thought to modulate p53-dependent cell cycle pathways during prolonged metabolic stress. It has been associated with multiple functions, including axon membrane trafficking, axonal homeostasis, mitophagy, adipose differentiation, and hematopoietic stem cell maintenance. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015]","ENSG00000197548","GSA7 APG7L APG7-LIKE"
176,"ATG8","","Saccharomyces cerevisiae","24785424
","Methionine restriction (a form of dietary restriction), aquired through MET2 or MET17 knockout, enhances lifespan in yeast. In both MET2 and MET17 models, this lifespan extension is abolished by the deletion of ATG5, ATG7, or ATG8 lifespan reaching comparable or even lower survival levels to those of controls. 
",852200,"ubiquitin-like protein ATG8","","","APG8 AUT7 CVT5"
