entrez_id,gene_symbol,gene_name,description,chr_loc,chr_start,chr_end,orientation,accession,unigene,omim,ensembl,hprd,species,alias,homologene
9978,RBX1,ring-box 1,"This locus encodes a RING finger-like domain-containing protein. The encoded protein interacts with cullin proteins and likely plays a role in ubiquitination processes necessary for cell cycle progression. This protein may also affect protein turnover. Related pseudogenes exist on chromosomes 2 and 5.[provided by RefSeq, Sep 2010]",22q13.2,40951346,40973014,1,,474949,603814,ENSG00000100387,,human,ROC1 RNF75 BA554C12.1,6872
10095,ARPC1B,actin related protein 2/3 complex subunit 1B,"This gene encodes one of seven subunits of the human Arp2/3 protein complex. This subunit is a member of the SOP2 family of proteins and is most similar to the protein encoded by gene ARPC1A. The similarity between these two proteins suggests that they both may function as p41 subunit of the human Arp2/3 complex that has been implicated in the control of actin polymerization in cells. It is possible that the p41 subunit is involved in assembling and maintaining the structure of the Arp2/3 complex. Multiple versions of the p41 subunit may adapt the functions of the complex to different cell types or developmental stages. This protein also has a role in centrosomal homeostasis by being an activator and substrate of the Aurora A kinase. [provided by RefSeq, Mar 2011]",7q22.1,99374674,99394800,1,,489284,604223,ENSG00000130429,,human,ARC41 p40-ARC p41-ARC,4179
10155,TRIM28,tripartite motif containing 28,"The protein encoded by this gene mediates transcriptional control by interaction with the Kruppel-associated box repression domain found in many transcription factors. The protein localizes to the nucleus and is thought to associate with specific chromatin regions. The protein is a member of the tripartite motif family. This tripartite motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. [provided by RefSeq, Jul 2008]",19q13.43,58544468,58550714,1,NG_046945,467408,601742,ENSG00000130726,,human,KAP1 TF1B RNF96 TIF1B PPP1R157,21175
10213,PSMD14,"proteasome 26S subunit, non-ATPase 14","This gene encodes a component of the 26S proteasome. The 26S proteasome is a large multiprotein complex that catalyzes the degradation of ubiquitinated intracellular proteins. The encoded protein is a component of the 19S regulatory cap complex of the 26S proteasome and mediates substrate deubiquitination. A pseudogene of this gene is also located on the long arm of chromosome 2. [provided by RefSeq, Feb 2012]",2q24.2,161308274,161411716,1,,740477,607173,ENSG00000115233,,human,PAD1 POH1 RPN11,4240
10298,PAK4,p21 (RAC1) activated kinase 4,"PAK proteins, a family of serine/threonine p21-activating kinases, include PAK1, PAK2, PAK3 and PAK4. PAK proteins are critical effectors that link Rho GTPases to cytoskeleton reorganization and nuclear signaling. They serve as targets for the small GTP binding proteins Cdc42 and Rac and have been implicated in a wide range of biological activities. PAK4 interacts specifically with the GTP-bound form of Cdc42Hs and weakly activates the JNK family of MAP kinases. PAK4 is a mediator of filopodia formation and may play a role in the reorganization of the actin cytoskeleton. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",19q13.2,39125779,39179405,1,NG_047118,20447,605451,ENSG00000130669,,human,,4300
10397,NDRG1,N-myc downstream regulated 1,"This gene is a member of the N-myc downregulated gene family which belongs to the alpha/beta hydrolase superfamily. The protein encoded by this gene is a cytoplasmic protein involved in stress responses, hormone responses, cell growth, and differentiation. The encoded protein is necessary for p53-mediated caspase activation and apoptosis. Mutations in this gene are a cause of Charcot-Marie-Tooth disease type 4D, and expression of this gene may be a prognostic indicator for several types of cancer. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]",8q24.22,133237170,133297586,-1,NG_007943,372914,605262,ENSG00000104419,,human,GC4 RTP DRG1 NDR1 NMSL TDD5 CAP43 CMT4D DRG-1 HMSNL RIT42 TARG1 PROXY1,55953
10413,YAP1,Yes associated protein 1,"This gene encodes a downstream nuclear effector of the Hippo signaling pathway which is involved in development, growth, repair, and homeostasis. This gene is known to play a role in the development and progression of multiple cancers as a transcriptional regulator of this signaling pathway and may function as a potential target for cancer treatment. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Aug 2013]",11q22.1,102109956,102233422,1,NG_029530,503692,606608,ENSG00000137693,,human,YAP YKI COB1 YAP2 YAP65,4452
10445,MCRS1,microspherule protein 1,,12q13.12,49558293,49572156,-1,,25313,609504,ENSG00000187778,,human,P78 MCRS2 MSP58 INO80Q ICP22BP,4622
10460,TACC3,transforming acidic coiled-coil containing protein 3,"This gene encodes a member of the transforming acidic colied-coil protein family. The encoded protein is a motor spindle protein that may play a role in stabilization of the mitotic spindle. This protein may also play a role in growth a differentiation of certain cancer cells. [provided by RefSeq, Nov 2011]",4p16.3,1721382,1745177,1,,104019,605303,ENSG00000013810,,human,ERIC1 ERIC-1,81618
10608,MXD4,MAX dimerization protein 4,"This gene is a member of the MAD gene family . The MAD genes encode basic helix-loop-helix-leucine zipper proteins that heterodimerize with MAX protein, forming a transcriptional repression complex. The MAD proteins compete for MAX binding with MYC, which heterodimerizes with MAX forming a transcriptional activation complex. Studies in rodents suggest that the MAD genes are tumor suppressors and contribute to the regulation of cell growth in differentiating tissues. [provided by RefSeq, Jul 2008]",4p16.3,2247431,2262142,-1,,655020,,ENSG00000123933,,human,MAD4 MST149 MSTP149 bHLHc12,
10628,TXNIP,thioredoxin interacting protein,"This gene encodes a thioredoxin-binding protein that is a member of the alpha arrestin protein family. Thioredoxin is a thiol-oxidoreductase that is a major regulator of cellular redox signaling which protects cells from oxidative stress. This protein inhibits the antioxidative function of thioredoxin resulting in the accumulation of reactive oxygen species and cellular stress. This protein also functions as a regulator of cellular metabolism and of endoplasmic reticulum (ER) stress. This protein may also function as a tumor suppressor. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015]",1q21.1,145992425,145996630,-1,,533977,606599,ENSG00000265972,,human,THIF VDUP1 ARRDC6 HHCPA78 EST01027,38186
10654,PMVK,phosphomevalonate kinase,"This gene encodes a peroxisomal enzyme that is a member of the galactokinase, homoserine kinase, mevalonate kinase, and phosphomevalonate kinase (GHMP) family of ATP-dependent enzymes. The encoded protein catalyzes the conversion of mevalonate 5-phosphate to mevalonate 5-diphosphate, which is the fifth step in the mevalonate pathway of isoprenoid biosynthesis. Mutations in this gene are linked to certain types of porokeratosis including disseminated superficial porokeratosis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2017]",1q21.3,154924731,154942649,-1,NG_053028,30954,607622,ENSG00000163344,,human,PMK PMKA PMKASE POROK1 HUMPMKI,4779
10765,KDM5B,lysine demethylase 5B,"This gene encodes a lysine-specific histone demethylase that belongs to the jumonji/ARID domain-containing family of histone demethylases. The encoded protein is capable of demethylating tri-, di- and monomethylated lysine 4 of histone H3. This protein plays a role in the transcriptional repression or certain tumor suppressor genes and is upregulated in certain cancer cells. This protein may also play a role in genome stability and DNA repair. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Nov 2016]",1q32.1,202725184,202809469,-1,NG_050659,18891,605393,ENSG00000117139,,human,CT31 PLU1 PUT1 PLU-1 JARID1B PPP1R98 RBP2-H1 RBBP2H1A,48448
10783,NEK6,NIMA related kinase 6,"The protein encoded by this gene is a kinase required for progression through the metaphase portion of mitosis. Inhibition of the encoded protein can lead to apoptosis. This protein also can enhance tumorigenesis by suppressing tumor cell senescence. Several transcript variants encoding a few different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]",9q33.3,124257605,124352441,1,,197071,604884,ENSG00000119408,,human,SID6-1512,49379
10856,RUVBL2,RuvB like AAA ATPase 2,"This gene encodes the second human homologue of the bacterial RuvB gene. Bacterial RuvB protein is a DNA helicase essential for homologous recombination and DNA double-strand break repair. Functional analysis showed that this gene product has both ATPase and DNA helicase activities. This gene is physically linked to the CGB/LHB gene cluster on chromosome 19q13.3, and is very close (55 nt) to the LHB gene, in the opposite orientation. [provided by RefSeq, Jul 2008]",19q13.33,48993447,49015994,1,NG_033041,515846,604788,ENSG00000183207,,human,RVB2 TIH2 ECP51 TIP48 CGI-46 ECP-51 INO80J REPTIN TIP49B TAP54-beta,4856
10922,FASTK,Fas activated serine/threonine kinase,"The protein encoded by this gene is a member of the serine/threonine protein kinase family. This kinase was shown to be activated rapidly during Fas-mediated apoptosis in Jurkat cells. In response to Fas receptor ligation, it phosphorylates TIA1, an apoptosis-promoting nuclear RNA-binding protein. The encoded protein is a strong inducer of lymphocyte apoptosis. Two transcript variants encoding different isoforms have been found for this gene. Other variants exist, but their full-length natures have not yet been determined. [provided by RefSeq, Jul 2008]",7q36.1,151076620,151080882,-1,,647094,606965,ENSG00000164896,,human,FAST,4884
10927,SPIN1,spindlin 1,,9q22.1,88388381,88478707,1,,146804,609936,ENSG00000106723,,human,SPIN TDRD24,
10934,MORF4,mortality factor 4 (pseudogene),"Cellular senescence, the terminal nondividing state that normal cells enter following completion of their proliferative potential, is the dominant phenotype in hybrids of normal and immortal cells. Fusions of immortal human cell lines with each other have led to their assignment to 1 of several complementation groups. MORF4 is a gene on chromosome 4 that induces a senescent-like phenotype in cell lines assigned to complementation group B.[supplied by OMIM, Apr 2004]",4q34.1,173615735,173616841,-1,,,116960,,,human,CSR SEN CSRB SEN1,
10950,BTG3,BTG anti-proliferation factor 3,"The protein encoded by this gene is a member of the BTG/Tob family. This family has structurally related proteins that appear to have antiproliferative properties. This encoded protein might play a role in neurogenesis in the central nervous system. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]",21q21.1,17593649,17612949,-1,,473420,605674,ENSG00000154640,,human,ANA TOB5 TOFA APRO4 TOB55 ANA/BTG3,4953
11059,WWP1,WW domain containing E3 ubiquitin protein ligase 1,"WW domain-containing proteins are found in all eukaryotes and play an important role in the regulation of a wide variety of cellular functions such as protein degradation, transcription, and RNA splicing. This gene encodes a protein which contains 4 tandem WW domains and a HECT (homologous to the E6-associated protein carboxyl terminus) domain. The encoded protein belongs to a family of NEDD4-like proteins, which are E3 ubiquitin-ligase molecules and regulate key trafficking decisions, including targeting of proteins to proteosomes or lysosomes. Alternative splicing of this gene generates at least 6 transcript variants; however, the full length nature of these transcripts has not been defined. [provided by RefSeq, Jul 2008]",8q21.3,86342710,86468356,1,,655189,602307,ENSG00000123124,,human,AIP5 Tiul1 hSDRP1,21385
11184,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,,19q13.2,38587639,38618034,-1,,95424,601983,ENSG00000104814,,human,HPK1,5199
11235,PDCD10,programmed cell death 10,"This gene encodes an evolutionarily conserved protein associated with cell apoptosis. The protein interacts with the serine/threonine protein kinase MST4 to modulate the extracellular signal-regulated kinase (ERK) pathway. It also interacts with and is phosphoryated by serine/threonine kinase 25, and is thought to function in a signaling pathway essential for vascular developent. Mutations in this gene are one cause of cerebral cavernous malformations, which are vascular malformations that cause seizures and cerebral hemorrhages. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]",3q26.1,167683890,167735689,-1,NG_008158,478150,609118,ENSG00000114209,,human,CCM3 TFAR15,10505
22848,AAK1,AP2 associated kinase 1,"Adaptor-related protein complex 2 (AP-2 complexes) functions during receptor-mediated endocytosis to trigger clathrin assembly, interact with membrane-bound receptors, and recruit encodytic accessory factors. This gene encodes a member of the SNF1 subfamily of Ser/Thr protein kinases. The protein interacts with and phosphorylates a subunit of the AP-2 complex, which promotes binding of AP-2 to sorting signals found in membrane-bound receptors and subsequent receptor endocytosis. Its kinase activity is stimulated by clathrin. Alternatively spliced transcript variants have been described, but their biological validity has not been determined. [provided by RefSeq, Jul 2008]",2p13.3,69457994,69643844,-1,,468878,616405,ENSG00000115977,,human,,128746
22925,PLA2R1,phospholipase A2 receptor 1,"This gene represents a phospholipase A2 receptor. The encoded protein likely exists as both a transmembrane form and a soluble form. The transmembrane receptor may play a role in clearance of phospholipase A2, thereby inhibiting its action. Polymorphisms at this locus have been associated with susceptibility to idiopathic membranous nephropathy. Alternatively spliced transcript variants encoding different isoforms have been identified.[provided by RefSeq, Sep 2010]",2q24.2,159928383,160062901,-1,,410477,604939,ENSG00000153246,,human,PLA2R PLA2-R PLA2IR CLEC13C PLA2G1R,32016
22983,MAST1,microtubule associated serine/threonine kinase 1,,19p13.13,12833930,12874952,1,,227489,612256,ENSG00000105613,,human,SAST SAST170,10543
23037,PDZD2,PDZ domain containing 2,"The protein encoded by this gene contains six PDZ domains and shares sequence similarity with pro-interleukin-16 (pro-IL-16). Like pro-IL-16, the encoded protein localizes to the endoplasmic reticulum and is thought to be cleaved by a caspase to produce a secreted peptide containing two PDZ domains. In addition, this gene is upregulated in primary prostate tumors and may be involved in the early stages of prostate tumorigenesis. [provided by RefSeq, Dec 2015]",5p13.3,31639387,32110931,1,NG_033962,481819,610697,ENSG00000133401,,human,AIPC PIN1 PAPIN PDZK3,23393
23049,SMG1,"SMG1, nonsense mediated mRNA decay associated PI3K related kinase","This gene encodes a protein involved in nonsense-mediated mRNA decay (NMD) as part of the mRNA surveillance complex. The protein has kinase activity and is thought to function in NMD by phosphorylating the regulator of nonsense transcripts 1 protein. Alternatively spliced transcript variants have been described, but their full-length nature has yet to be determined. [provided by RefSeq, Mar 2013]",16p12.3,18804852,18926416,-1,,460179,607032,ENSG00000157106,,human,ATX LIP 61E3.4,56697
23309,SIN3B,SIN3 transcription regulator family member B,,19p13.11,16829386,16880354,1,,13999,607777,ENSG00000127511,,human,,81810
23411,SIRT1,sirtuin 1,"This gene encodes a member of the sirtuin family of proteins, homologs to the yeast Sir2 protein. Members of the sirtuin family are characterized by a sirtuin core domain and grouped into four classes. The functions of human sirtuins have not yet been determined; however, yeast sirtuin proteins are known to regulate epigenetic gene silencing and suppress recombination of rDNA. Studies suggest that the human sirtuins may function as intracellular regulatory proteins with mono-ADP-ribosyltransferase activity. The protein encoded by this gene is included in class I of the sirtuin family. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2008]",10q21.3,67884668,67918389,1,NG_050664,369779,604479,ENSG00000096717,,human,SIR2 SIR2L1 SIR2alpha,56556
23492,CBX7,chromobox 7,"This gene encodes a protein that contains the CHROMO (CHRomatin Organization MOdifier) domain. The encoded protein is a component of the Polycomb repressive complex 1 (PRC1), and is thought to control the lifespan of several normal human cells. [provided by RefSeq, Oct 2016]",22q13.1,39130771,39152660,-1,NG_051974,356416,608457,ENSG00000100307,,human,,65296
23515,MORC3,MORC family CW-type zinc finger 3,"This gene encodes a protein that localizes to the nuclear matrix and forms nuclear bodies via an ATP-dependent mechanism. The protein is predicted to have coiled-coil and zinc finger domains and has RNA binding activity. Alternative splicing produces multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Feb 2016]",21q22.12,36320188,36376645,1,,421150,610078,ENSG00000159256,,human,NXP2 ZCW5 ZCWCC3,32257
23533,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5,"Phosphatidylinositol 3-kinases (PI3Ks) phosphorylate the inositol ring of phosphatidylinositol at the 3-prime position, and play important roles in cell growth, proliferation, differentiation, motility, survival and intracellular trafficking. The PI3Ks are divided into three classes: I, II and III, and only the class I PI3Ks are involved in oncogenesis. This gene encodes the 101 kD regulatory subunit of the class I PI3K gamma complex, which is a dimeric enzyme, consisting of a 110 kD catalytic subunit gamma and a regulatory subunit of either 55, 87 or 101 kD. This protein recruits the catalytic subunit from the cytosol to the plasma membrane through high-affinity interaction with G-beta-gamma proteins. Multiple alternatively spliced transcript variants encoding two distinct isoforms have been found. [provided by RefSeq, Oct 2011]",17p13.1,8878915,8965711,-1,NG_030374,278901,611317,ENSG00000141506,,human,p101 FOAP-2 P101-PI3K F730038I15Rik,8627
23598,PATZ1,POZ/BTB and AT hook containing zinc finger 1,"The protein encoded by this gene contains an A-T hook DNA binding motif which usually binds to other DNA binding structures to play an important role in chromatin modeling and transcription regulation. Its Poz domain is thought to function as a site for protein-protein interaction and is required for transcriptional repression, and the zinc-fingers comprise the DNA binding domain. Since the encoded protein has typical features of a transcription factor, it is postulated to be a repressor of gene expression. In small round cell sarcoma, this gene is fused to EWS by a small inversion of 22q, then the hybrid is thought to be translocated (t(1;22)(p36.1;q12). The rearrangement of chromosome 22 involves intron 8 of EWS and exon 1 of this gene creating a chimeric sequence containing the transactivation domain of EWS fused to zinc finger domain of this protein. This is a distinct example of an intra-chromosomal rearrangement of chromosome 22. Four alternatively spliced transcript variants are described for this gene. [provided by RefSeq, Jul 2008]",22q12.2,31325803,31346262,-1,,731398,605165,ENSG00000100105,,human,ZSG MAZR PATZ RIAZ ZBTB19 ZNF278 dJ400N23,8636
25842,ASF1A,anti-silencing function 1A histone chaperone,"This gene encodes a member of the H3/H4 family of histone chaperone proteins and is similar to the anti-silencing function-1 gene in yeast. The protein is a key component of a histone donor complex that functions in nucleosome assembly. It interacts with histones H3 and H4, and functions together with a chromatin assembly factor during DNA replication and repair. [provided by RefSeq, Jul 2008]",6q22.31,118894076,118909170,1,NG_041822,292316,609189,ENSG00000111875,,human,CIA CGI-98 HSPC146,8528
25913,POT1,protection of telomeres 1,"This gene is a member of the telombin family and encodes a nuclear protein involved in telomere maintenance. Specifically, this protein functions as a member of a multi-protein complex that binds to the TTAGGG repeats of telomeres, regulating telomere length and protecting chromosome ends from illegitimate recombination, catastrophic chromosome instability, and abnormal chromosome segregation. Increased transcriptional expression of this gene is associated with stomach carcinogenesis and its progression. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jul 2008]",7q31.33,124822385,124929982,-1,NG_029232,31968,606478,ENSG00000128513,,human,GLM9 CMM10 HPOT1,32263
26156,RSL1D1,ribosomal L1 domain containing 1,,16p13.13,11834195,11851584,-1,,401842,615874,ENSG00000171490,,human,L12 CSIG PBK1 UTP30,41052
26298,EHF,ETS homologous factor,"This gene encodes a protein that belongs to an ETS transcription factor subfamily characterized by epithelial-specific expression (ESEs). The encoded protein acts as a transcriptional repressor and may be involved in epithelial differentiation and carcinogenesis. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2011]",11p13,34621040,34663287,1,NG_029177,653859,605439,ENSG00000135373,,human,ESE3 ESEJ ESE3B,7301
27287,VENTX,VENT homeobox,"This gene encodes a member of the Vent family of homeodomain proteins. The encoded protein may function as a transcriptional repressor and be involved in mesodermal patterning and hemopoietic stem cell maintenance. Multiple pseudogenes exist for this gene. A transcribed pseudogene located on chromosome X may lead to antigen production in certain melanomas. [provided by RefSeq, Jul 2008]",10q26.3,133237903,133241929,1,,125231,607158,ENSG00000151650,,human,NA88A HPX42B VENTX2,
27330,RPS6KA6,ribosomal protein S6 kinase A6,"This gene encodes a member of ribosomal S6 kinase family, serine-threonine protein kinases which are regulated by growth factors. The encoded protein may be distinct from other members of this family, however, as studies suggest it is not growth factor dependent and may not participate in the same signaling pathways. [provided by RefSeq, Jan 2010]",Xq21.1,84058345,84187934,-1,NG_016340,234478,300303,ENSG00000072133,,human,RSK4 RSK-4 p90RSK6 PP90RSK4 S6K-alpha-6,22816
27339,PRPF19,pre-mRNA processing factor 19,"PSO4 is the human homolog of yeast Pso4, a gene essential for cell survival and DNA repair (Beck et al., 2008 [PubMed 18263876]).[supplied by OMIM, Sep 2008]",11q12.2,60890546,60906588,-1,,502705,608330,ENSG00000110107,,human,PSO4 SNEV PRP19 UBOX4 hPSO4 NMP200,6421
29117,BRD7,bromodomain containing 7,"This gene encodes a protein which is a member of the bromodomain-containing protein family. The product of this gene has been identified as a component of one form of the SWI/SNF chromatin remodeling complex, and as a protein which interacts with p53 and is required for p53-dependent oncogene-induced senescence which prevents tumor growth. Pseudogenes have been described on chromosomes 2, 3, 6, 13 and 14. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2010]",16q12.1,50317562,50368968,-1,NG_023418,437894,,ENSG00000166164,,human,BP75 NAG4 CELTIX1,8085
29843,SENP1,SUMO1/sentrin specific peptidase 1,"This gene encodes a cysteine protease that specifically targets members of the small ubiquitin-like modifier (SUMO) protein family. This protease regulates SUMO pathways by deconjugating sumoylated proteins. This protease also functions to process the precursor SUMO proteins into their mature form. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jun 2012]",12q13.11,48042892,48106307,-1,,371957,612157,ENSG00000079387,,human,SuPr-2,8731
50507,NOX4,NADPH oxidase 4,"This gene encodes a member of the NOX-family of enzymes that functions as the catalytic subunit the NADPH oxidase complex. The encoded protein is localized to non-phagocytic cells where it acts as an oxygen sensor and catalyzes the reduction of molecular oxygen to various reactive oxygen species (ROS). The ROS generated by this protein have been implicated in numerous biological functions including signal transduction, cell differentiation and tumor cell growth. A pseudogene has been identified on the other arm of chromosome 11. Alternative splicing results in multiple transcript variants.[provided by RefSeq, Jan 2009]",11q14.3,89324352,89589610,-1,,371036,605261,ENSG00000086991,,human,KOX KOX-1 RENOX,41065
50618,ITSN2,intersectin 2,"This gene encodes a cytoplasmic protein which contains SH3 domains. This protein is a member of a family of proteins involved in clathrin-mediated endocytosis. Intersectin 2 is thought to regulate the formation of clathrin-coated vesicles and also may function in the induction of T cell antigen receptor (TCR) endocytosis. [provided by RefSeq, Jan 2017]",2p23.3,24202865,24360527,-1,NG_029516,432562,604464,ENSG00000198399,,human,SWA SWAP SH3D1B SH3P18 PRO2015,22627
51225,ABI3,ABI family member 3,"This gene encodes a member of an adaptor protein family. Members of this family encode proteins containing a homeobox homology domain, proline rich region and Src-homology 3 (SH3) domain, and are components of the Abi/WAVE complex which regulates actin polymerization. The encoded protein inhibits ectopic metastasis of tumor cells as well as cell migration. This may be accomplished through interaction with p21-activated kinase. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]",17q21.32,49210226,49223224,1,,130719,606363,ENSG00000108798,,human,NESH SSH3BP3,9505
51384,WNT16,Wnt family member 16,"The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. It contains two transcript variants diverging at the 5' termini. These two variants are proposed to be the products of separate promoters and not to be splice variants from a single promoter. They are differentially expressed in normal tissues, one of which (variant 2) is expressed at significant levels only in the pancreas, whereas another one (variant 1) is expressed more ubiquitously with highest levels in adult kidney, placenta, brain, heart, and spleen. [provided by RefSeq, Jul 2008]",7q31.31,121325366,121341103,1,NG_029242,272375,606267,ENSG00000002745,,human,,62175
51474,LIMA1,LIM domain and actin binding 1,"This gene encodes a cytoskeleton-associated protein that inhibits actin filament depolymerization and cross-links filaments in bundles. It is downregulated in some cancer cell lines. Alternatively spliced transcript variants encoding different isoforms have been described for this gene, and expression of some of the variants maybe independently regulated. [provided by RefSeq, Aug 2011]",12q13.12,50175779,50283569,-1,NG_029859,525419,608364,ENSG00000050405,,human,EPLIN SREBP3,9484
51548,SIRT6,sirtuin 6,"This gene encodes a member of the sirtuin family of NAD-dependent enzymes that are implicated in cellular stress resistance, genomic stability, aging and energy homeostasis. The encoded protein is localized to the nucleus, exhibits ADP-ribosyl transferase and histone deacetylase activities, and plays a role in DNA repair, maintenance of telomeric chromatin, inflammation, lipid and glucose metabolism. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Mar 2016]",19p13.3,4174108,4182603,-1,NG_047153,423756,606211,ENSG00000077463,,human,SIR2L6,6924
51588,PIAS4,protein inhibitor of activated STAT 4,,19p13.3,4007597,4039385,1,,105779,605989,ENSG00000105229,,human,PIASY Piasg ZMIZ6 PIAS-gamma,104136
54206,ERRFI1,ERBB receptor feedback inhibitor 1,"ERRFI1 is a cytoplasmic protein whose expression is upregulated with cell growth (Wick et al., 1995 [PubMed 7641805]). It shares significant homology with the protein product of rat gene-33, which is induced during cell stress and mediates cell signaling (Makkinje et al., 2000 [PubMed 10749885]; Fiorentino et al., 2000 [PubMed 11003669]).[supplied by OMIM, Mar 2008]",1p36.23,8011718,8026332,-1,,605445,608069,ENSG00000116285,,human,MIG6 RALT MIG-6 GENE-33,10344
54487,DGCR8,"DGCR8, microprocessor complex subunit","This gene encodes a subunit of the microprocessor complex which mediates the biogenesis of microRNAs from the primary microRNA transcript. The encoded protein is a double-stranded RNA binding protein that functions as the non-catalytic subunit of the microprocessor complex. This protein is required for binding the double-stranded RNA substrate and facilitates cleavage of the RNA by the ribonuclease III protein, Drosha. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jun 2010]",22q11.21,20080231,20111876,1,NG_022931,643452,609030,ENSG00000128191,,human,Gy1 pasha DGCRK6 C22orf12,11223
54708,Mar-05,membrane associated ring-CH-type finger 5,"MARCH5 is a ubiquitin ligase of the mitochondrial outer membrane that plays a role in the control of mitochondrial morphology by regulating mitofusin-2 (MFN2; MIM 608507) and DRP1 (DNM1L; MIM 603850) (Nakamura et al., 2006 [PubMed 16936636]).[supplied by OMIM, Mar 2008]",10q23.32-q23.33,92291162,92353963,1,,573490,610637,ENSG00000198060,,human,MITOL RNF153 MARCH-V,9862
54739,XAF1,XIAP associated factor 1,"This gene encodes a protein which binds to and counteracts the inhibitory effect of a member of the IAP (inhibitor of apoptosis) protein family. IAP proteins bind to and inhibit caspases which are activated during apoptosis. The proportion of IAPs and proteins which interfere with their activity, such as the encoded protein, affect the progress of the apoptosis signaling pathway. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2012]",17p13.1,6755410,6775646,1,,441975,606717,ENSG00000132530,,human,BIRC4BP XIAPAF1 HSXIAPAF1,49488
55110,MAGOHB,"mago homolog B, exon junction complex core component",,12p13.2,10604189,10613608,-1,,104650,,ENSG00000111196,,human,MGN2 mago magoh,56794
55170,PRMT6,protein arginine methyltransferase 6,"The protein encoded by this gene belongs to the arginine N-methyltransferase family, which catalyze the sequential transfer of methyl group from S-adenosyl-L-methionine to the side chain nitrogens of arginine residues within proteins, to form methylated arginine derivatives and S-adenosyl-L-homocysteine. This protein can catalyze both, the formation of omega-N monomethylarginine and asymmetrical dimethylarginine, with a strong preference for the latter. It specifically mediates the asymmetric dimethylation of Arg2 of histone H3, and the methylated form represents a specific tag for epigenetic transcriptional repression. This protein also forms a complex with, and methylates DNA polymerase beta, resulting in stimulation of polymerase activity by enhancing DNA binding and processivity. [provided by RefSeq, Sep 2011]",1p13.3,107056644,107059293,1,,26006,608274,ENSG00000198890,,human,HRMT1L6,
55193,PBRM1,polybromo 1,"This locus encodes a subunit of ATP-dependent chromatin-remodeling complexes. The encoded protein has been identified as in integral component of complexes necessary for ligand-dependent transcriptional activation by nuclear hormone receptors. Mutations at this locus have been associated with primary clear cell renal cell carcinoma. [provided by RefSeq, Feb 2012]",3p21.1,52545351,52685932,-1,NG_032108,189920,606083,ENSG00000163939,,human,PB1 BAF180,10044
55355,HJURP,Holliday junction recognition protein,,2q37.1,233836700,233854565,-1,,532968,612667,ENSG00000123485,,human,FAKTS URLC9 hFLEG1,10184
55602,CDKN2AIP,CDKN2A interacting protein,"The protein encoded by this gene regulates the DNA damage response through several different signaling pathways. One such pathway is the p53-HDM2-p21(WAF1) pathway, which is critical to the DNA damage response. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2015]",4q35.1,183444590,183449063,1,NG_050671,592508,615914,ENSG00000168564,,human,CARF,9752
55729,ATF7IP,activating transcription factor 7 interacting protein,"ATF7IP is a multifunctional nuclear protein that associates with heterochromatin. It can act as a transcriptional coactivator or corepressor depending upon its binding partners (summary by Liu et al., 2009 [PubMed 19106100]).[supplied by OMIM, Nov 2010]",12p13.1,14365631,14502934,1,,504856,613644,ENSG00000171681,,human,AM MCAF p621 MCAF1 ATF-IP,10051
56287,GKN1,gastrokine 1,"The protein encoded by this gene is found to be down-regulated in human gastric cancer tissue as compared to normal gastric mucosa. [provided by RefSeq, Jul 2008]",2p13.3,68974572,68980979,1,,69319,606402,ENSG00000169605,,human,FOV CA11 AMP18 BRICD1 foveolin,10487
57332,CBX8,chromobox 8,,17q25.3,79794376,79797115,-1,,387258,617354,ENSG00000141570,,human,PC3 RC1,32199
